event_cause,corridor,priority,requires_road_closure,police_station,hour_of_day,day_of_week,is_peak_hour,duration_min
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,2,2,0,14.36698985
tree_fall,ORR North 1,High,0,Banaswadi,5,1,0,191.9047068333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,1,5,0,14.241182866666666
procession,Non-corridor,Low,0,Yelahanka,3,0,0,166.81366601666664
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,23,4,0,41.39133718333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,2,5,0,14.8788692
water_logging,Old Airport Road,High,0,Jeevanbheemanagar,5,3,0,93.40865363333334
vehicle_breakdown,Tumkur Road,High,0,Peenya,2,6,0,16.270418616666667
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,19,3,1,43.20982215
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,6,6,0,40.82496125
others,ORR East 1,High,1,HSR Layout,0,1,0,24.443889966666667
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,21,1,0,14.164930416666666
vehicle_breakdown,Varthur Road,High,0,Whitefield,4,3,0,59.29006258333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,7,1,1,9.57339495
vehicle_breakdown,Non-corridor,Low,0,Whitefield,10,5,0,32.470111116666665
tree_fall,West of Chord Road,High,0,Malleshwaram,8,2,1,33.88522995
others,Non-corridor,Low,0,Jnanabharathi,19,6,1,392.16103275
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,3,6,0,102.56760073333334
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,6,0,0,30.007936166666664
vehicle_breakdown,Non-corridor,Low,0,Banashankari,8,6,1,22.23222121666667
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,21,0,0,79.89617193333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,5,3,0,112.07015633333334
others,ORR North 2,High,0,Jalahalli,2,5,0,205.8966446
vehicle_breakdown,Mysore Road,High,0,Cubbon Park,1,4,0,35.96668218333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,6,6,0,60.08275768333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,4,2,0,12.5486632
vehicle_breakdown,Mysore Road,High,0,Cubbon Park,20,0,0,23.041984366666668
vehicle_breakdown,Hennur Main Road,High,0,K.G. Halli,22,0,0,39.94712393333334
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,8,1,1,8.7919678
others,Non-corridor,Low,0,K.R. Pura,2,6,0,31.60635735
vehicle_breakdown,Non-corridor,Low,0,Rajajinagar,20,5,0,48.37082896666666
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,19,1,1,73.43753403333334
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,7,1,1,35.1868439
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,1,2,0,2.348085033333333
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,2,1,0,70.3720422
vehicle_breakdown,IRR(Thanisandra road),High,0,Jeevanbheemanagar,4,6,0,60.60606776666667
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,5,0,0,66.08000601666667
tree_fall,ORR East 1,High,0,HAL Old Airport,1,4,0,77.93821268333333
tree_fall,Non-corridor,Low,1,R.T. Nagar,0,4,0,178.15932105
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,3,0,0,60.05368791666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,3,0,0,94.79220713333332
tree_fall,Non-corridor,Low,1,Malleshwaram,7,5,1,77.13955258333334
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,8,3,1,23.6800304
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,19,1,1,46.857148433333336
construction,Non-corridor,Low,1,Jalahalli,23,6,0,28.28856955
water_logging,Hosur Road,High,0,Madiwala,7,4,1,142.60774456666667
vehicle_breakdown,Varthur Road,High,1,HAL Old Airport,22,2,0,38.99701985
accident,Non-corridor,Low,0,Electronic City,0,3,0,89.56093413333333
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,20,5,0,65.78450945
accident,Non-corridor,Low,0,Basavanagudi,21,5,0,64.67699146666666
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,1,1,0,47.4729165
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,20,1,0,9.0990085
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,1,1,0,30.268775783333336
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,7,6,1,81.40570293333333
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,23,6,0,41.68275345
others,Bellary Road 1,High,0,Sadashivanagar,23,5,0,10.293404816666667
vehicle_breakdown,Hosur Road,High,0,Madiwala,17,0,1,63.03992563333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,6,1,0,65.48658305
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,22,3,0,45.6590295
tree_fall,Non-corridor,Low,0,Pulikeshinagar(F.Town),6,3,0,18.08276255
others,Non-corridor,Low,0,Yelahanka,20,1,0,43.829488833333336
others,ORR North 1,High,0,Banaswadi,6,2,0,65.11967595
water_logging,Old Madras Road,High,0,Cubbon Park,4,1,0,34.37859473333333
accident,Bellary Road 1,High,0,Kodigehalli,20,3,0,52.424526316666665
vehicle_breakdown,Hosur Road,High,0,Mico Layout,8,6,1,63.30696068333334
vehicle_breakdown,Non-corridor,Low,0,Yeshwanthpura,8,1,1,92.39337251666667
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,8,3,1,103.95695343333334
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,1,0,40.50562813333333
vehicle_breakdown,Non-corridor,Low,0,Hennuru,23,1,0,9.259744333333334
vehicle_breakdown,ORR West 1,High,0,Banashankari,4,5,0,62.22422101666667
vehicle_breakdown,ORR North 2,High,0,Jalahalli,5,6,0,9.211240083333331
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,5,5,0,3.3119588500000003
construction,Bannerghata Road,High,0,Mico Layout,20,4,0,11.78033255
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,8,4,1,61.2069801
vehicle_breakdown,Non-corridor,Low,0,Thalagattapura,6,6,0,34.984809266666666
vehicle_breakdown,Hosur Road,High,0,Madiwala,20,1,0,21.590795766666663
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,8,1,1,79.66424116666667
vehicle_breakdown,ORR West 1,High,0,Banashankari,7,6,1,42.17753376666667
water_logging,Non-corridor,Low,0,High ground,6,2,0,200.69236025
others,Non-corridor,Low,0,Halasur,6,1,0,20.938994716666667
vehicle_breakdown,ORR East 2,High,0,Banaswadi,4,3,0,92.9163563
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,22,4,0,63.30596091666666
others,IRR(Thanisandra road),High,0,Jeevanbheemanagar,1,0,0,65.08393731666666
vehicle_breakdown,Mysore Road,High,0,Cubbon Park,1,4,0,3.5082734833333333
vehicle_breakdown,Non-corridor,Low,0,Adugodi,21,3,0,33.47803065
vehicle_breakdown,Hosur Road,High,0,Ashok Nagar,3,0,0,133.745803
water_logging,Non-corridor,Low,0,Chamarajpet,6,3,0,37.07593646666667
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,0,0,0,41.37269005
tree_fall,Non-corridor,Low,1,Jayanagara,8,4,1,66.3340463
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,8,1,1,8.5709438
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,0,1,0,21.402474516666665
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,4,6,0,117.5478197
vehicle_breakdown,Bellary Road 2,High,0,Kodigehalli,20,5,0,25.09538858333333
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,2,0,0,55.35562983333333
construction,Airport New South Road,High,0,Hennuru,20,0,0,419.0733540666667
pot_holes,Non-corridor,Low,0,Whitefield,22,3,0,14.3002825
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,22,4,0,126.48344196666667
vehicle_breakdown,Non-corridor,Low,0,Hennuru,21,2,0,12.48767995
others,Non-corridor,Low,0,R.T. Nagar,22,3,0,48.781621566666665
vehicle_breakdown,ORR East 2,High,0,K.R. Pura,1,4,0,66.92851234999999
vehicle_breakdown,Tumkur Road,High,0,Peenya,4,0,0,29.59502883333333
vehicle_breakdown,ORR North 2,High,0,Jalahalli,0,2,0,73.26354786666667
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,6,1,0,6.703687566666667
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,6,2,0,53.03763343333333
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,7,5,1,5.209710783333334
vehicle_breakdown,Non-corridor,Low,0,Banashankari,6,3,0,28.42271823333333
vehicle_breakdown,Old Madras Road,High,0,Halasur,19,3,1,53.08126645
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,12,1,0,105.73423235
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,22,1,0,6.8494496
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,5,4,0,6.4820150000000005
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,18,4,1,56.79307898333333
accident,Non-corridor,Low,0,Basavanagudi,0,6,0,18.1937805
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,20,4,0,35.16567031666667
vehicle_breakdown,West of Chord Road,High,0,Malleshwaram,0,0,0,38.17363073333333
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,8,3,1,126.5230286
vehicle_breakdown,CBD 2,High,0,Cubbon Park,6,0,0,52.0706338
vehicle_breakdown,ORR West 1,High,0,Banashankari,0,2,0,89.23145795
water_logging,Non-corridor,Low,0,Adugodi,8,4,1,40.03074528333333
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,3,2,0,61.22423801666666
tree_fall,Non-corridor,Low,1,Pulikeshinagar(F.Town),22,4,0,29.77319076666667
vehicle_breakdown,ORR East 1,High,0,Bellandur,9,6,1,16.044057783333333
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,4,5,0,15.682897033333337
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,22,2,0,17.571417983333333
water_logging,Varthur Road,High,0,HAL Old Airport,7,5,1,35.91581583333333
others,ORR West 1,High,0,Banashankari,7,1,1,36.40983923333333
accident,Non-corridor,Low,0,Peenya,2,4,0,107.37691118333332
vehicle_breakdown,Non-corridor,Low,0,Peenya,6,4,0,77.07247735
vehicle_breakdown,Tumkur Road,High,0,Peenya,21,1,0,9.538056933333332
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,19,3,1,8.499521283333333
accident,Tumkur Road,High,0,Peenya,8,3,1,46.73368636666667
accident,Bellary Road 2,High,0,Yelahanka,5,2,0,39.634294700000005
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,20,1,0,25.9249495
accident,Mysore Road,High,1,Byatarayanapura,10,1,0,39.028780866666665
congestion,Non-corridor,Low,0,Yeshwanthpura,2,4,0,8.53112645
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,6,4,0,37.0500163
vehicle_breakdown,Bellary Road 1,High,0,High ground,23,4,0,10.81146455
vehicle_breakdown,Non-corridor,Low,0,Halasur,17,0,1,162.0998554
vehicle_breakdown,Non-corridor,Low,1,Chamarajpet,19,0,1,19.236815733333334
vehicle_breakdown,Non-corridor,Low,1,Chamarajpet,5,3,0,30.47674805
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,2,3,0,95.58107615
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,4,0,18.4725225
vehicle_breakdown,Tumkur Road,High,0,Peenya,19,0,1,21.935244516666668
tree_fall,Bellary Road 1,High,1,High ground,16,5,0,141.58774876666666
water_logging,Non-corridor,Low,0,Magadi Road,7,2,1,30.881768916666665
vehicle_breakdown,Mysore Road,High,1,Halasuru Gate,1,2,0,18.3150515
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,6,2,0,19.639472016666662
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,23,1,0,44.92332695
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,3,6,0,150.89506383333335
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,2,1,0,21.8926714
others,Non-corridor,Low,0,Jnanabharathi,0,4,0,81.46960444999999
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,6,1,0,128.22549738333333
vehicle_breakdown,Non-corridor,Low,0,Pulikeshinagar(F.Town),19,2,1,48.712875966666665
tree_fall,Magadi Road,High,1,Kamakshipalya,4,2,0,91.44109088333332
vehicle_breakdown,CBD 2,High,0,Cubbon Park,0,3,0,90.37927065
accident,ORR North 1,High,0,Banaswadi,19,2,1,34.21685993333333
vehicle_breakdown,Old Madras Road,High,0,Cubbon Park,22,4,0,9.1956618
others,Hosur Road,High,0,Madiwala,20,0,0,97.11398355
vehicle_breakdown,Non-corridor,Low,0,Mico Layout,20,3,0,70.21878856666667
accident,Hosur Road,High,0,Electronic City,20,5,0,20.58339885
accident,Hosur Road,High,1,Electronic City,18,4,1,74.62887731666666
vehicle_breakdown,Non-corridor,Low,0,Chikkabanavara,4,4,0,27.298359316666662
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,6,2,0,4.185284566666667
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,23,2,0,25.9073017
others,West of Chord Road,High,0,Vijayanagara,5,4,0,81.24858818333334
vehicle_breakdown,Bellary Road 1,High,0,Hebbala,11,4,0,7.709397766666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,2,1,0,59.57834488333333
tree_fall,Airport New South Road,High,1,Pulikeshinagar(F.Town),5,1,0,18.271439616666665
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,3,3,0,17.55729665
vehicle_breakdown,Non-corridor,Low,0,Electronic City,20,1,0,28.716758966666664
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,3,6,0,79.53191238333334
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,20,0,0,44.9643523
vehicle_breakdown,Bellary Road 1,High,0,High ground,4,3,0,35.277599050000006
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,3,0,0,79.95452736666667
vehicle_breakdown,Non-corridor,Low,0,Halasur,6,6,0,126.51745251666668
tree_fall,Non-corridor,Low,1,Basavanagudi,10,4,0,536.49335105
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,20,2,0,74.9959374
vehicle_breakdown,West of Chord Road,High,0,Vijayanagara,22,2,0,7.597021883333332
vehicle_breakdown,West of Chord Road,High,0,Byatarayanapura,18,2,1,24.466795816666668
vehicle_breakdown,Non-corridor,Low,1,Jnanabharathi,6,6,0,8.768508033333335
vehicle_breakdown,Magadi Road,High,0,Magadi Road,20,1,0,35.64787915
vehicle_breakdown,ORR North 2,High,0,Jalahalli,4,6,0,175.78652098333333
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,19,5,1,98.95300796666668
others,ORR East 1,High,0,HAL Old Airport,19,3,1,83.30453795
vehicle_breakdown,Non-corridor,Low,0,Peenya,6,6,0,18.1232739
accident,Non-corridor,Low,0,Chikkajala,19,5,1,52.07746276666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,6,5,0,78.13917339999999
vehicle_breakdown,ORR North 2,High,0,Jalahalli,6,3,0,20.49097971666667
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,5,3,0,52.3679289
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,1,0,5.308476433333333
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,8,6,1,9.80724695
vehicle_breakdown,ORR East 1,High,1,HSR Layout,22,3,0,21.646528683333333
vehicle_breakdown,Non-corridor,Low,0,K.G. Halli,0,4,0,39.91352521666667
vehicle_breakdown,Non-corridor,Low,0,Chikkabanavara,23,3,0,73.79083653333333
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,8,3,1,10.010460816666669
vehicle_breakdown,Non-corridor,Low,0,Thalagattapura,22,2,0,48.05517008333334
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,2,6,0,3.810108583333333
others,Non-corridor,Low,0,Kamakshipalya,3,0,0,28.82723145
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,6,1,0,84.46969001666666
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,0,6,0,94.07856273333331
water_logging,Tumkur Road,High,0,Yeshwanthpura,7,2,1,290.6539000166667
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,5,0,0,142.3646873
others,Tumkur Road,High,0,Yeshwanthpura,2,4,0,81.79674135
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,0,2,0,7.550525633333334
accident,Tumkur Road,High,0,Peenya,17,6,1,49.68956086666667
tree_fall,Non-corridor,Low,1,Jeevanbheemanagar,6,4,0,123.11069673333331
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,20,3,0,17.37361458333333
vehicle_breakdown,Tumkur Road,High,0,Peenya,1,0,0,26.866518433333333
vehicle_breakdown,ORR North 2,High,0,Jalahalli,3,4,0,13.06309525
vehicle_breakdown,Non-corridor,Low,0,Chikkabanavara,6,2,0,42.46220125
vehicle_breakdown,Bellary Road 1,High,0,High ground,4,6,0,95.13714321666666
pot_holes,Old Airport Road,High,0,HAL Old Airport,23,4,0,84.90187545
vehicle_breakdown,Magadi Road,High,0,Magadi Road,21,3,0,7.7180967
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,4,2,0,8.3890527
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,4,2,0,44.60061098333333
tree_fall,Non-corridor,Low,1,Pulikeshinagar(F.Town),21,3,0,59.84010705
accident,Tumkur Road,High,0,Peenya,23,6,0,34.37267258333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,4,3,0,60.66095205
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,0,4,0,29.369336083333334
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,4,3,0,23.13778955
vehicle_breakdown,Non-corridor,Low,0,Electronic City,9,6,1,29.089931583333332
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,5,1,0,145.14514806666665
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,22,0,0,2.1166342
vehicle_breakdown,ORR North 2,High,0,Jalahalli,17,1,1,70.6369603
tree_fall,Airport New South Road,High,0,Pulikeshinagar(F.Town),6,4,0,55.80160463333333
vehicle_breakdown,Hosur Road,High,0,Electronic City,6,2,0,36.529660166666666
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,23,1,0,17.107073166666666
others,Varthur Road,High,0,Whitefield,5,4,0,99.1271216
water_logging,Bellary Road 1,High,0,High ground,6,3,0,42.345254966666666
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,19,5,1,65.21049980000001
accident,Non-corridor,Low,0,Yelahanka,9,2,1,85.21886508333334
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,5,4,0,30.2210109
tree_fall,Non-corridor,Low,1,Rajajinagar,21,2,0,90.36818116666667
vehicle_breakdown,Non-corridor,Low,0,Banaswadi,20,0,0,121.07565023333332
tree_fall,Magadi Road,High,0,Kamakshipalya,5,1,0,9.963474483333332
others,Old Airport Road,High,0,HAL Old Airport,21,2,0,218.97665736666667
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,19,5,1,97.06916886666666
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,4,6,0,138.70672721666668
accident,ORR East 1,High,0,HAL Old Airport,22,4,0,52.74507428333333
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,3,1,0,8.205007316666666
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,6,1,0,21.942543016666665
congestion,ORR North 1,High,0,Hennuru,1,3,0,72.70130863333334
vehicle_breakdown,Hosur Road,High,0,Electronic City,0,4,0,52.83199456666667
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,23,6,0,27.90641395
vehicle_breakdown,ORR East 2,High,0,Banaswadi,20,2,0,94.23299795
vehicle_breakdown,Hosur Road,High,0,Madiwala,21,0,0,23.53905478333333
others,ORR North 2,High,0,Jalahalli,0,2,0,88.33196928333334
vehicle_breakdown,Non-corridor,Low,0,Malleshwaram,22,2,0,32.38240151666667
construction,ORR North 1,High,1,Banaswadi,18,5,1,84.54522296666667
others,Mysore Road,High,0,Byatarayanapura,23,3,0,75.1166929
vehicle_breakdown,Non-corridor,Low,0,J.P. Nagar,22,5,0,114.12928961666668
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,5,6,0,81.50184441666667
others,ORR North 2,High,0,Jalahalli,5,5,0,74.58705141666665
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,4,2,0,109.25451818333332
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,19,2,1,22.292497583333333
vehicle_breakdown,Bellary Road 1,High,0,High ground,3,0,0,29.79319548333333
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,6,4,0,118.12879753333333
accident,Hosur Road,High,0,Madiwala,22,0,0,19.286777033333333
others,Mysore Road,High,0,Byatarayanapura,22,2,0,63.2420943
vehicle_breakdown,Hosur Road,High,0,Electronic City,23,5,0,2.5054130166666666
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,20,0,0,16.259062183333334
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,23,3,0,12.5869507
vehicle_breakdown,Hosur Road,High,0,Electronic City,4,3,0,9.59731795
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,0,0,0,34.49597188333333
others,Non-corridor,Low,0,Byatarayanapura,21,5,0,124.58709098333334
vehicle_breakdown,Tumkur Road,High,0,Peenya,7,6,1,29.0898873
pot_holes,Non-corridor,Low,0,Whitefield,22,3,0,16.411283
others,Tumkur Road,High,0,Peenya,21,6,0,61.567407450000005
construction,Airport New South Road,High,0,Hennuru,3,5,0,6.968827316666666
accident,Non-corridor,Low,0,Electronic City,0,3,0,77.25445518333332
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,17,0,1,43.65070458333333
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,12,0,0,76.96167763333332
vehicle_breakdown,West of Chord Road,High,0,Vijayanagara,23,1,0,53.397788483333336
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,5,6,0,43.97861021666667
water_logging,Bellary Road 1,High,0,Hebbala,7,2,1,47.0575782
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,4,2,0,82.32451263333334
construction,Non-corridor,Low,0,Hennuru,19,4,1,414.5363759
construction,Non-corridor,Low,0,Hennuru,23,6,0,422.84670481666666
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,1,1,0,13.202446683333331
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,23,5,0,92.67076003333334
vehicle_breakdown,Hosur Road,High,0,Electronic City,5,5,0,18.99817295
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,0,5,0,121.27505245
others,Mysore Road,High,1,Kengeri,1,4,0,30.164484366666667
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,20,1,0,64.38512095
road_conditions,Magadi Road,High,0,Kamakshipalya,21,2,0,5.467024883333334
vehicle_breakdown,ORR North 2,High,0,Jalahalli,3,6,0,36.75914435
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,21,5,0,48.38570516666667
vehicle_breakdown,CBD 2,High,0,Cubbon Park,4,6,0,60.0840213
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,2,0,0,48.54255426666667
others,Non-corridor,Low,0,Upparpet,6,6,0,48.6091393
tree_fall,Non-corridor,Low,0,Yelahanka,12,4,0,358.28831121666667
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,0,6,0,14.5656122
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,19,1,1,70.25211858333334
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,2,2,0,112.30525148333332
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,6,0,0,75.54407861666667
vehicle_breakdown,Non-corridor,Low,0,Banashankari,8,5,1,45.14927681666666
vehicle_breakdown,Old Madras Road,High,0,Halasur,19,6,1,98.99271175
vehicle_breakdown,West of Chord Road,High,0,Magadi Road,1,0,0,9.58248465
vehicle_breakdown,Tumkur Road,High,0,Peenya,7,4,1,10.150965166666667
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,17,4,1,75.1976845
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,21,4,0,39.86270186666666
vehicle_breakdown,Non-corridor,Low,0,Electronic City,0,3,0,65.59525101666667
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,22,0,0,69.78363693333334
vehicle_breakdown,ORR North 1,High,0,Banaswadi,1,4,0,32.5034449
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,6,5,0,14.216158733333334
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,4,2,0,14.661646350000002
accident,Non-corridor,Low,0,Yelahanka,9,5,1,26.38407085
vehicle_breakdown,Hosur Road,High,0,Electronic City,19,4,1,88.40484938333334
vehicle_breakdown,Hosur Road,High,0,Madiwala,19,4,1,89.98981611666666
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,19,5,1,99.41600825
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,4,0,0,42.98520965
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,5,0,26.654573000000003
vehicle_breakdown,ORR West 1,High,0,Banashankari,4,4,0,106.0838667
accident,Bellary Road 2,High,0,Chikkajala,2,2,0,29.787725583333334
congestion,ORR North 1,High,0,Hennuru,1,4,0,87.10293336666668
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,1,6,0,74.20677181666666
vehicle_breakdown,Tumkur Road,High,0,Peenya,19,5,1,29.151570016666668
vehicle_breakdown,ORR North 2,High,0,Jalahalli,18,0,1,75.40505538333333
vehicle_breakdown,Non-corridor,Low,0,Pulikeshinagar(F.Town),22,1,0,51.52973378333333
vehicle_breakdown,Magadi Road,High,0,Magadi Road,1,1,0,1.7148693166666669
vehicle_breakdown,Tumkur Road,High,0,Peenya,8,2,1,27.599997716666667
others,Non-corridor,Low,0,Halasuru Gate,0,5,0,47.220114566666666
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,20,1,0,22.19168823333333
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,5,3,0,74.69350561666667
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,22,3,0,40.9466631
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,20,0,0,5.5782576666666674
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,21,2,0,48.24166831666666
others,West of Chord Road,High,1,Vijayanagara,5,2,0,178.83197656666667
others,Non-corridor,Low,0,Ashok Nagar,1,6,0,31.519939366666662
vehicle_breakdown,Hosur Road,High,0,Adugodi,2,1,0,57.48541201666667
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,5,6,0,36.75851303333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,9,5,1,74.98126361666667
vehicle_breakdown,Hennur Main Road,High,0,Hennuru,4,4,0,56.3099261
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,7,5,1,56.5959926
vehicle_breakdown,Bannerghata Road,High,0,Hulimavu,4,6,0,146.04922566666667
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,6,1,0,42.39773146666666
vehicle_breakdown,Old Madras Road,High,0,Halasur,19,6,1,25.269977633333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,21,2,0,90.34264485
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,4,2,0,111.61205211666667
