id,description,event_cause,priority,police_station,corridor
FKID006285,"Off-road due to diesal leakage, no problem for traffic movement, will be removed within 20 minutes",vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID007257,HGV offroad due to back wheel blast sir,vehicle_breakdown,High,Shivajinagar,CBD 2
FKID007258,HGV offroad due to back wheel blast sir,vehicle_breakdown,High,Shivajinagar,CBD 2
FKID007551,[PERSON] upload near [PERSON] sir no problem for traffic movement sir,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID001645,ಆಡುಗೋಡಿ ಸಂಚಾರ ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಸೆಂಟ್ ಜಾನ್ ಬಸ್ ಬೇ ಬಳಿ ಬಸ್ಸು ಕೆಟ್ಟು ನಿಂತಿರುತ್ತದೆ ಸರ್ ಮೆಕಾನಿಕ್ ಬರುತ್ತಿರುವುದಾಗಿ ತಿಳಿಸಿರುತ್ತಾರೆ ಟ್ರಾಫಿಕ್ ಗೆ ಯಾವುದೇ ರೀತಿಯ ತೊಂದರೆ ಇಲ್ಲ ಸರ್,vehicle_breakdown,High,Adugodi,Hosur Road
FKID007061,Truck  off Road at SJP jn....  Extremely left side  of the Road  due to breakdown there is no problem for traffic movement at present sir.. (SJP towards Townhall),vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID008164,Starting problem near SRS downramp towards CMTI junction traffic no problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID006308,ಬ್ಯಾಟರಿ ಪ್ರಾಬ್ಲಮ್.,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID007857,Back wheel puncher,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID007858,Back wheel puncher,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID000592,Towards outgoing,vehicle_breakdown,High,Peenya,Tumkur Road
FKID008168,LCV is off road due starting problem [PERSON] to [LOCATION] right side of the road traffic is moving little bit slow,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID004853,Bmtc bus offroaded inbetween hongasandra towords [PERSON] due to gear box problem traffic movement slow ide sir,vehicle_breakdown,Low,Madiwala,Non-corridor
FKID001534,infront of [PERSON] lgv off road due to back wheel coming outside so traffic moving slowly from jayadeva under pass to [PERSON] sir,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID002941,"vehicle breakdown at siddapura junction, [PERSON] towards varthur main road, varthur [PERSON]",vehicle_breakdown,High,Whitefield,Varthur Road
FKID003781,Good evening sir/madam A BMTC Bus off road [LOCATION] circle towards [LOCATION] circle near post office. It is in left side traffic movement is normal.,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID002184,vehical weel jam,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID003344,kamakya depo opposite,vehicle_breakdown,High,Banashankari,ORR West 1
FKID000173,"Good afternoon sir, BMTC bus Excel blade cut [PERSON],mechanic bandidare sir control room ge tiliside, Astram nalli haakide sir traffic slow mument ede sir",vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001234,vechile break down,vehicle_breakdown,Low,Halasur,Non-corridor
FKID003881,vechile break down,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID006103,Vechile break down,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID007882,Vechile break down,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID004593,SRS on flyover tanker vehicle off-road towards parle toll traffic one side slow movement,vehicle_breakdown,Low,Peenya,Non-corridor
FKID006107,Tyre burst near goraguntepalya signal towards CMTI traffic no problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID000254,peenya flyover incoming car off road due to starting problem at peenya industry [LOCATION] station on flyover vehicles are one side moving towards goragontepalya.,vehicle_breakdown,High,Peenya,Tumkur Road
FKID000431,Bmtc bus offloaded at [LOCATION] traffic moving slow sir towords [PERSON] sir,vehicle_breakdown,Low,Banashankari,Non-corridor
FKID002001,breakdown sir,vehicle_breakdown,High,Banaswadi,Airport New South Road
FKID003741,bmtc bus offroad at south end circle towards arumugam circle,vehicle_breakdown,Low,Basavanagudi,Non-corridor
FKID000036,traffic normal sir.,vehicle_breakdown,High,Magadi Road,Magadi Road
FKID006583,Traffic normal sir.,vehicle_breakdown,Low,Cubbon Park,Non-corridor
FKID002056,wheel jam and starting problem,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID007571,[PERSON] railway underpass towards City traffic movement slow sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID000156,Vehicle Back Side Wheel Puncher. [PERSON] Smoothly No Problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID007229,Steering rod cuted sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID001391,"gear is not working , bus off road , for vehicle movement no problem",vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID001023,kodi to bommhanhalli,vehicle_breakdown,High,Madiwala,Hosur Road
FKID004412,Out going towards [LOCATION].,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID002229,Vehicle breakdown due to Joint problem traffic normal,vehicle_breakdown,Low,Banashankari,Non-corridor
FKID005356,"This vehicle off road near [LOCATION]), due to tyre brust. No problem for traffic.",vehicle_breakdown,High,High ground,Bellary Road 1
FKID005642,[PERSON] towards battarahalli service Road sir,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000978,sbm circle peenya,vehicle_breakdown,Low,Peenya,Non-corridor
FKID007389,"A private bus from B02 to old highgrounds near [LOCATION] has broken down due to a starter problem and is stalled, traffic is slow",vehicle_breakdown,High,High ground,Bellary Road 1
FKID007431,Sir A [LOCATION] bus offroad dueto air leakage at sante circle sir.,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID002966,car break down due to starting problem shifted to vacant location traffic moving normal,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID004008,on cash vehicle is off road near [LOCATION] no hindrance of vehicles traffic is normal,vehicle_breakdown,High,Ashok Nagar,Hosur Road
FKID002281,ibbluru flyover offload to agar traffic slow moving,vehicle_breakdown,High,Bellandur,ORR East 1
FKID002083,Eicher Vehicle off road on srs onflyover towards outgoing traffic one side movement,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID001372,Private bus offroad sir [PERSON] palya towards MEI Due to diesel filter pipe cut agide traffic no problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID002676,RRMR  road Sir ....,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID001960,ನಮಸ್ತೆ ಸರ್. ಇದು ಬುಲೆರೋ ವಾಹನ ಎಕ್ಸೆಲ್ ಕಟ್ಟಾಗಿ ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತದೆ ಹುಣಸೆ ಮಾರನಹಳ್ಳಿ ಫ್ಲವರ್ ಬೆಂಗಳೂರು ಸಿಟಿ ಕಡೆ,vehicle_breakdown,High,Chikkajala,Bellary Road 2
FKID006963,Traffic one side movment agtide sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID001565,ನಮಸ್ಕಾರ ಸರ್ ಬಿಬಿ ಜಂಕ್ಷನ್ ಬಳಿ ಔಟ್ ಗೋಯಿಂಗ್ ಟ್ರಾಫಿಕ್ ನಲ್ಲಿ ತಮಿಳುನಾಡು ಗೌರ್ಮೆಂಟ್ ಬಸ್ ಪಂಚರ್ ಆಗಿ ಅಪ್ಲೋಡ್ ಆಗಿದೆ ಸರ್. ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಇದೆ sir,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID003489,ರಿಚ್ಮಂಡ್ ಸರ್ಕಲ್ ದಿಂದ ಕ್ಯಾಶ್ ಫಾರ್ಮಸಿ ಮಧ್ಯದಲ್ಲಿ ಬಿಎಂಟಿಸಿ ಬಸ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿದ್ದು ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ಸರ್,vehicle_breakdown,High,Ashok Nagar,Mysore Road
FKID007170,Hebbal ps towards city,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID004017,"HGV VAHICLE WHEEL JAM, NO PROBLEM TO TRAFFIC. [PERSON] PURAM, OM ROAD SIR",vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID005524,[PERSON] uperamp to wards city car tyer puncher sir traffic normal mument sir,vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID003648,Jalahalli metro station on flyover LCV vehicle off-road towards parle toll traffic one side movement,vehicle_breakdown,High,Peenya,Tumkur Road
FKID005421,This vehicle off roaded due to technical  reason ..its extremely  left..,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID005522,"this vehicle is parked on the bridge towards Tin Factory - IT I with a bad brake. The driver told me to stop and the mechanic is coming. The driver said, sir.",vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID007682,"Battery down,  stairing lock sir",vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID005028,No traffic problem sir....,vehicle_breakdown,High,Hennuru,ORR North 1
FKID007620,2nd main [PERSON] towards 100feet om road sir,vehicle_breakdown,High,Jeevanbheemanagar,Old Madras Road
FKID005376,[LOCATION] onflyover to wards airport BBMp [PERSON] starting problem sir traffic normal mument sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID001230,incoming jalahalli cross,vehicle_breakdown,High,Peenya,Tumkur Road
FKID008084,Self problem,vehicle_breakdown,High,Ashok Nagar,Hosur Road
FKID002256,petrol tank vihical break down towards k r pura,vehicle_breakdown,Low,Banaswadi,Non-corridor
FKID005419,Off road due to stairing lock,vehicle_breakdown,Low,Jalahalli,Non-corridor
FKID005375,Tyre puncher aagi left nalli hakisddivi sir no problem to traffic movement sir,vehicle_breakdown,Low,Halasur,Non-corridor
FKID001182,Mysore road incoming side guddadahallie towards toll traffic slow moving sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID007316,Bagaluru cross onflyover to wards airport BBmP [PERSON] tyer bust sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID005417,Vehicle  off roaded due to technical  reason ..its extremely  left,vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID007824,Remove with in 30 minutes,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID000590,stairing problem,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID006325,An autorickshaw got a puncture at Kode Junction and has been pulled over. There will be no traffic problem.,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID004816,[PERSON] main track car off-road towards outgoing traffic one side movement,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID002360,vehicle off road,vehicle_breakdown,High,Halasur,Old Madras Road
FKID007309,Vehicle off road,vehicle_breakdown,High,Sadashivanagar,Tumkur Road
FKID000175,Agar to ibbluru junction cluch problem traffic slow moving sir,vehicle_breakdown,High,Bellandur,ORR East 1
FKID002362,vehicle breakdown towards outgoing [LOCATION] near [LOCATION] g toll exit,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID003674,vehicle side of the road no traffic problem,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID001365,vehicle breakdown for clutch plate problem,vehicle_breakdown,High,K.G. Halli,ORR North 1
FKID005145,This vehicle completely left side of the road there's no problem to traffic.,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID006175,Fan belt problem,vehicle_breakdown,High,HAL Old Airport,ORR East 2
FKID007613,Fan belt problem,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID007647,Vehicle breakdown [LOCATION] bus stand towards sangam circle,vehicle_breakdown,Low,Jayanagara,Non-corridor
FKID007392,Vehicle off road due to wheel jam,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID003424,due cluch problem sir,vehicle_breakdown,High,Sadashivanagar,Tumkur Road
FKID007393,"BMTC off road,   100 feet road, Near [PERSON], starting problem sir,",vehicle_breakdown,High,Peenya,Tumkur Road
FKID003542,Houdson bus stop,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID003335,[LOCATION] main road sheshadripura college to wards unnikrishan junction eicher vehicle starting problem sir,vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID006212,Kogilu towards [LOCATION] circle due to vaccume problem,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID001057,"this HGV off road by starting problem at hebbala fly over towards city sir,  traffic movement slow.",vehicle_breakdown,High,Hebbala,ORR North 1
FKID001813,12th main towards 6th main100ft,vehicle_breakdown,High,Jeevanbheemanagar,IRR(Thanisandra road)
FKID003870,this tractor off-road at bellari road [LOCATION] outgoing side due to tyre puncture vehicle at the left side n no problem for traffic n removed in few hours,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID006724,"ನಮಸ್ತೆ ಸರ್, ಮಾನ್ಯತಾ ಹೆಬ್ಬಾಳ ಲಾರಿ ಆಫ್ ರೋಡ ಆಗಿದ್ದು ಸೈಡಲ್ಲಿ ಹಾಕಿರುತ್ತೇವೆ ಕ್ರೇನ್ ಬಂದಿದ್ದು [LOCATION] ಮುಖಾಂತರ ಹೇಳದು ಸೈಡಿಗೆ ಹಾಕಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದೇವೆ",vehicle_breakdown,High,Hennuru,ORR North 1
FKID002709,h cross on flyover LCV vehicle off-road towards parle toll traffic one side movement,vehicle_breakdown,High,Peenya,Tumkur Road
FKID004045,"[LOCATION] road flyover upramp ಬಳಿ ಈ ವಾಹನವು ಗೇರ್ ಸಮಸ್ಯೆಯಿಂದ ಕೆಟ್ಟು ನಿಂತಿದ್ದು, ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗದಂತೆ ರಸ್ತೆಬದಿಗೆ ಹಾಕಿಸಲಾಗಿದೆ.ರಿಚ್ಮಂಡ್ ರಸ್ತೆಯ ಸಂಚಾರ ಸ್ವಲ್ಪ ನಿಧಾನವಾಗಲಿದೆ.ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ನನ್ನ ನಂ [PHONE] ಸರ್",vehicle_breakdown,High,Ashok Nagar,Mysore Road
FKID004402,Near [LOCATION] vehicle break down,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID006543,Tair panchar,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID003000,SJP road sir,water_logging,High,Halasuru Gate,Mysore Road
FKID003144,SJP road sir,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID000773,BBMP lorry starting problem traffic no issues,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID001798,traffic slow sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006290,Traffic slow sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000196,"Peenya flyover near widia upper ramp incoming lgv off road due to wheel jam sir, vehicles one side moving.",vehicle_breakdown,Low,Chikkabanavara,Non-corridor
FKID003076,Vehicle Of Road Tumakuru road Service Road Near MEI Junction Outgoing Traffic No Problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005769,Eicher vehicle offroad due to starting problem towards city at h cross,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID008114,Good morning sir [PERSON] flyover to askbara on flyover private bus off road starting problem sir I will remove the vehicle 30 minutes traffic moment is there sir fast moment is there no problem no issues thank you sir,vehicle_breakdown,High,Hennuru,ORR North 1
FKID007284,Clutch plate problem sir,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID007285,Clutch plate problem sir,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID007809,Clutch plate problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID003884,Gear  problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID003850,[LOCATION] roed [LOCATION] jaction inacomg side sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006735,Accelerator  problem private bus,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID007227,Traffic normal one side moving sir,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID007089,Incoming side [PERSON] sir,vehicle_breakdown,High,Magadi Road,Mysore Road
FKID006816,Traffic no problem sir.,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID007155,Traffic no problem sir.,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001559,Due to Engine Boil BMTC bus [LOCATION]  traffic slow movement towards [PERSON],vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID000627,Starting problem sir [PHONE],vehicle_breakdown,Low,Electronic City,Non-corridor
FKID001137,starting problem sir [PHONE],vehicle_breakdown,Low,Electronic City,Non-corridor
FKID005439,Vehicle breakdown vasanthanagra underbridge towards palace cross,vehicle_breakdown,High,Sheshadripuram,Bellary Road 1
FKID005061,Incoming main road near madhanayakanahalli,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID007986,Traffic movement swalpa slow ide sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006656,Baalaji medical Near BMTC bus offload agide sir [PERSON] to SP road traffic moment slow ide sir,vehicle_breakdown,High,Madiwala,Hosur Road
FKID006563,ನಮಸ್ಕಾರ ಮೇಡಂ ದೇವರ ಬಿಚನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಇಂದ ಕಾಡು ಬಿಚನಹಳ್ಳಿ  ಜಂಕ್ಷನ್ ಕಡೆಗೆ ಬಿಎಂಟಿಸಿ ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ ಆಗಿದೆ ಮೇಡಂ  ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಮೇಡಂ,vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID001703,Townhall To NR Jn Car breakdown. no problem for traffic movement.,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID008075,HGV vehicle off road near veerasandra signal electronic city from towards hosuru sir,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID000765,lgv off' road near muttyalamm towards bel circle,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID007488,[LOCATION] station on flyover miltry goods vehicle off-road towards parle g toll vehicle traffic one side movement,vehicle_breakdown,High,Peenya,Tumkur Road
FKID005043,Palace guttalli to palace cross,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID006018,[LOCATION] road down ramp towards [LOCATION] starting problem sir,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID001964,joint rod brocken,vehicle_breakdown,Low,Upparpet,Non-corridor
FKID001949,starting problam,vehicle_breakdown,High,Ashok Nagar,Mysore Road
FKID008145,16th main towards jayadeva u turn  little bit slow movement [PERSON] :[PHONE],vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID004450,Tyre blast near [LOCATION],vehicle_breakdown,High,Chikkajala,Bellary Road 2
FKID002386,GOODS VEHICLE WHEELS JOINT CUT,vehicle_breakdown,High,High ground,Bellary Road 1
FKID006064,ಓಲ್ಡ್ ಹೈ ಗ್ರೌಂಡ್ -ದಿಂದ -B02..juction ಕಡೆಗೆ [PERSON] BUS starting problem ಆಗಿ ಆಫ್ ರೋಡ್ ಆಗಿದ್ದು.. ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ಇರುವದರಿಂದ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ (B10) [LOCATION] ಪಾಸ್ ಹತ್ತಿರ ),vehicle_breakdown,High,High ground,Bellary Road 1
FKID000633,ready to 30 minutes,vehicle_breakdown,High,Whitefield,Varthur Road
FKID001429,ready to 30 minutes,vehicle_breakdown,High,Whitefield,Varthur Road
FKID007055,Good auto punchered near [LOCATION] traffic no problem sir,vehicle_breakdown,High,Shivajinagar,Old Madras Road
FKID002977,Marenahalli,vehicle_breakdown,High,Vijayanagara,West of Chord Road
FKID003541,lgv off' road near loAccident near [LOCATION] towards hebbal sir,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID007379,Reccker is coming 15 mnt sir,vehicle_breakdown,High,Yeshwanthpura,West of Chord Road
FKID006253,RR ಆರ್ಚ್ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ ಕೆಳಗಡೆ ಲಾರಿಯಿಂದ ಚೀಲದ ಮೂಟೆಗಳು ಜಾರಿ ಬಿದ್ದಿರುತ್ತವೆ ಔಟ್ ಗೋಯಿಂಗ್ ಸೈಡ್ ಟ್ರಾಫಿಕ್ ತೊಂದ್ರೆ ಇರುವುದಿಲ್ಲ ಆದಷ್ಟು ಬೇಗ ಮಾಡಲಾಗುವುದು near by RR ಆರ್ಚ್ junction Sir 🙏,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006779,[LOCATION] circle towards kono junction sir,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID007052,Joint tut,vehicle_breakdown,Low,Halasuru Gate,Non-corridor
FKID007205,"Ksrtc bus offroaded in marigowda road tavarekere signal towards dairy junction, traffic normal sir",vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID007207,Starting problem. Traffic normal moving sir. [PERSON] towerds [PERSON],vehicle_breakdown,Low,Thalagattapura,Non-corridor
FKID000296,BMTC Bus breakdown Vehicle [PERSON] not moving Bus,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID007768,lgv vehicle off road at [LOCATION] on fly over towards airport due to teir puncture sir slow moving traffic sir,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID007139,Vahical  breakdown  taralabalu  to stock 15 service road,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID004160,[PERSON] jam sir,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID002268,due to engine problem it's off roaded near BEL U turn bus stop sir towards muttyalam,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID007964,Vehicle off road between k08  and SSNTPS,vehicle_breakdown,Low,Sadashivanagar,Non-corridor
FKID000869,[PERSON] towards Hosakote punchare only traffic no problem sir,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID002232,join cut ಆಗಿದೆ. slow moving traffic,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID003457,5th main towards Silk Board LMV vehicle tyre puncher sir,vehicle_breakdown,High,Madiwala,ORR East 1
FKID000411,off road at [LOCATION] bus stop near towards ksrtc incoming,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006541,Eicher vehicle offroad at [LOCATION] bus stop sir silk bord to mps traffic slow moving ide sir,vehicle_breakdown,High,Madiwala,Hosur Road
FKID007567,[PERSON] downe,vehicle_breakdown,Low,Jalahalli,Non-corridor
FKID000481,Crane breakdown at Gkvk towards [LOCATION] traffic no problem,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID006997,[PERSON] ajananeya swami Temple front BMTC Bus ಸ್ಟ್ರಾಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ಆಗಿ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್ ಮೆಕ್ಯಾನಿಕ್ ಬರ್ತಾಇದ್ದಾರೆ ಸರ್out going side ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಇದೆ ಸರ್ 🙏,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000609,Bmtc bus starting problem sir traffic slow movements sir,vehicle_breakdown,Low,Banashankari,Non-corridor
FKID002910,"vehicle breakdown due to empty coolant, traffic slow movement towards DG circle from  [LOCATION] circle above [LOCATION] flyover",vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID006571,Bus brakedown near lic building towards anilkumble junction,vehicle_breakdown,High,Cubbon Park,Old Madras Road
FKID006272,ನಮಸ್ತೆ ಸರ್ ವೀರಣ್ಣ ಪಾಳ್ಯ ಡೌನ್ ಟುವಾರ್ಡ್ ನಾಗವಾರ ಕಡೆ ಆಗಿದ್ದು ಯಾವುದೇ ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ ಸರ್ ಇರುವುದಿಲ್ಲ,vehicle_breakdown,High,Hennuru,ORR North 1
FKID002576,vehicle right side tyre puncture traffic no issue because vehicle left side of the road,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID007345,"Vehicle breakdown, starting problem, incoming side at the entrance of signal, traffic moment slow sir",vehicle_breakdown,High,J.P. Nagar,ORR West 1
FKID005572,Due to,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001409,[LOCATION] towards Royal Mart junction,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID000860,ಜಾಯಿಂಟ್ ಕಟ್ ಆಗಿದೆ ಸರ್,vehicle_breakdown,High,Banashankari,ORR West 1
FKID002104,one said towards kr puram,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID004201,Wheel tyre breakdown,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID007103,[LOCATION] junction towards katriguppe junction,vehicle_breakdown,High,Banashankari,ORR West 1
FKID007596,Bmtc bus gear lock agi kettu ನಿಂತಿರುತ್ತದ,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID006672,"ನಮಸ್ತೆ ಸರ್, ವೀರಣ್ಣ ಪಾಳ್ಯ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿದ್ದು ಸೈಡಲ್ಲಿ ಹಾಕಿರುತ್ತೇವೆ ಯಾವುದೇ ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ ಸರ್",vehicle_breakdown,High,Hennuru,ORR North 1
FKID002219,pvt  bus offroad due to technical problem sir,vehicle_breakdown,High,Hulimavu,Hosur Road
FKID002505,Due to diesel pipe damage.,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID005783,Infront of [LOCATION] cross,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID005784,Infront of [LOCATION] cross,vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID004053,Starting Problem..[PERSON] not working..,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID006366,Vehicle breakdown due to piston problem near gate no 2 tripuravashini incoming city,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID006278,H cross on flyover towards outgoing side [LOCATION] bus off road due to joint problem sir,vehicle_breakdown,Low,Peenya,Non-corridor
FKID000517,[LOCATION] near sir,vehicle_breakdown,High,HAL Old Airport,Varthur Road
FKID000531,slow moving traffic,vehicle_breakdown,Low,Mahadevapura,Non-corridor
FKID003220,slow moving traffic,vehicle_breakdown,High,HAL Old Airport,ORR East 2
FKID005933,Slow moving traffic,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID007740,Slow moving traffic,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID001654,bmtc electric Bus offload near stock 15 signals,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID000546,due to Joint cut,vehicle_breakdown,High,HAL Old Airport,ORR East 2
FKID006599,Due to Joint cut,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000955,bommasandra towords city bommasandra down ramp  heavy vehical break down  traffic moving slowly sir,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID003733,bmtc bus puncher,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID007455,HGV vehicle break down near hosaroad signal towards [LOCATION] sir,vehicle_breakdown,High,Electronic City,Hosur Road
FKID008170,Bmtc bus off-road,vehicle_breakdown,Low,Jayanagara,Non-corridor
