event_cause,corridor,priority,requires_road_closure,police_station,hour_of_day,day_of_week,is_peak_hour,duration_min
vehicle_breakdown,ORR North 1,High,0,Banaswadi,5,3,0,126.05797051666667
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,4,3,0,65.22508308333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,4,3,0,68.5412746
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,1,3,0,48.842927616666664
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,1,3,0,25.324214433333335
vehicle_breakdown,Non-corridor,Low,0,J.P. Nagar,6,3,0,5.6324983500000005
vehicle_breakdown,ORR North 2,High,0,Jalahalli,6,3,0,20.49097971666667
vehicle_breakdown,ORR West 1,High,0,Banashankari,1,3,0,22.541880900000002
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,5,3,0,8.242330166666667
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,5,3,0,74.69350561666667
vehicle_breakdown,Non-corridor,Low,0,Chikkajala,19,3,1,21.15403888333333
vehicle_breakdown,Tumkur Road,High,0,Peenya,19,3,1,18.911796083333336
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,19,3,1,15.905597883333334
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,21,3,0,18.743594383333335
vehicle_breakdown,Tumkur Road,High,0,Peenya,23,3,0,30.207270483333332
vehicle_breakdown,Non-corridor,Low,0,High ground,22,3,0,128.41844893333334
congestion,ORR North 1,High,0,Hennuru,1,4,0,87.10293336666668
vehicle_breakdown,ORR North 1,High,0,Banaswadi,1,4,0,32.5034449
vehicle_breakdown,ORR East 2,High,0,K.R. Pura,1,4,0,66.92851234999999
others,Mysore Road,High,0,Kengeri,3,4,0,119.54685436666666
tree_fall,Non-corridor,Low,1,High ground,7,3,1,79.37274963333333
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,7,3,1,153.41269573333332
accident,ORR North 1,High,0,Banaswadi,10,3,0,52.03779613333334
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,5,4,0,1.8039698333333334
vehicle_breakdown,ORR West 1,High,0,J.P. Nagar,6,4,0,27.9779026
vehicle_breakdown,Non-corridor,Low,0,Peenya,6,4,0,77.07247735
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,5,4,0,2.0421352666666666
others,Mysore Road,High,0,Chamarajpet,7,4,1,3.8131514166666665
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,9,4,1,35.12267365
tree_fall,Non-corridor,Low,0,V.V.Puram (C.Pet),20,3,0,56.49172753333333
vehicle_breakdown,West of Chord Road,High,0,Malleshwaram,20,4,0,49.20473728333333
vehicle_breakdown,Bellary Road 1,High,1,Sadashivanagar,20,4,0,37.30351836666667
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,19,4,1,72.88357673333333
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,20,4,0,3.7787415666666666
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,21,3,0,2.6236583
vehicle_breakdown,ORR East 1,High,0,Bellandur,21,3,0,97.77232951666666
tree_fall,Non-corridor,Low,0,V.V.Puram (C.Pet),21,3,0,31.31014948333333
road_conditions,ORR West 1,High,0,Banashankari,21,3,0,62.264017833333334
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,22,4,0,63.30596091666666
congestion,ORR North 1,High,0,Hennuru,23,3,0,37.785654916666665
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,22,3,0,13.265553916666667
others,Non-corridor,Low,0,Jnanabharathi,1,5,0,34.995653966666666
vehicle_breakdown,Tumkur Road,High,0,Peenya,23,4,0,28.267420583333333
vehicle_breakdown,ORR East 1,High,0,HSR Layout,23,4,0,120.9917747
others,Non-corridor,Low,1,Peenya,0,5,0,313.8667528
road_conditions,Non-corridor,Low,0,Banashankari,0,4,0,1.6786465666666668
others,West of Chord Road,High,0,Byatarayanapura,0,4,0,4.119737566666667
accident,Old Madras Road,High,0,Jeevanbheemanagar,0,4,0,41.571545316666665
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,2,5,0,34.62066285
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,3,4,0,122.88383688333333
vehicle_breakdown,ORR West 1,High,0,Banashankari,4,5,0,45.38100588333334
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,3,5,0,27.755491966666668
vehicle_breakdown,Hosur Road,High,0,HSR Layout,5,5,0,15.762067949999999
vehicle_breakdown,ORR North 1,High,0,Mahadevapura,4,4,0,124.13244701666667
congestion,Hennur Main Road,High,0,Hennuru,4,4,0,136.03228926666668
vehicle_breakdown,Mysore Road,High,0,City Market,4,4,0,28.3823993
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,5,4,0,25.321667083333335
vehicle_breakdown,Bellary Road 1,High,0,High ground,5,4,0,49.688574949999996
tree_fall,Bellary Road 1,High,1,High ground,16,5,0,141.58774876666666
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,19,5,1,65.21049980000001
vehicle_breakdown,Non-corridor,Low,0,Chamarajpet,20,5,0,21.79317205
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,20,5,0,65.78450945
others,Mysore Road,High,0,Chamarajpet,19,5,1,388.87556163333335
vehicle_breakdown,Non-corridor,Low,0,High ground,7,4,1,10.24884315
vehicle_breakdown,ORR North 1,High,0,Hebbala,7,4,1,29.929127866666665
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,8,4,1,29.872228166666666
vehicle_breakdown,ORR North 2,High,0,Jalahalli,10,4,0,9.129387033333334
vehicle_breakdown,ORR East 1,High,0,Madiwala,22,5,0,47.78352503333333
accident,Non-corridor,Low,0,Basavanagudi,21,5,0,64.67699146666666
vehicle_breakdown,Non-corridor,Low,0,Madiwala,23,5,0,26.454950033333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,0,6,0,41.276453733333334
vehicle_breakdown,Bellary Road 1,High,0,High ground,1,6,0,112.91873355
others,Magadi Road,High,0,Kamakshipalya,0,6,0,222.83057628333333
vehicle_breakdown,Non-corridor,Low,0,Malleshwaram,2,6,0,116.41837865000001
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,17,4,1,75.1976845
vehicle_breakdown,CBD 2,High,0,Cubbon Park,4,6,0,60.0840213
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,18,4,1,37.39451276666667
accident,Hosur Road,High,1,Electronic City,18,4,1,74.62887731666666
vehicle_breakdown,ORR North 1,High,0,Hebbala,19,4,1,5.132183783333333
vehicle_breakdown,ORR North 1,High,0,Mahadevapura,5,6,0,10.619932433333334
vehicle_breakdown,ORR North 1,High,1,Banaswadi,19,4,1,130.6786535
others,Bellary Road 1,High,0,Sadashivanagar,8,6,1,8.213493783333332
tree_fall,Non-corridor,Low,0,Jalahalli,20,4,0,48.916281016666666
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,20,4,0,136.8639617
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,20,6,0,64.36110058333334
vehicle_breakdown,Non-corridor,Low,0,Bellandur,18,6,1,33.71126616666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,22,4,0,9.070594583333333
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,23,4,0,41.391337183333334
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,22,4,0,126.48344196666667
vehicle_breakdown,ORR North 1,High,0,Banaswadi,0,0,0,102.31517605
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,0,0,0,41.372690049999996
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,1,5,0,17.968402516666668
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,1,5,0,21.802958333333333
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,2,5,0,23.663874933333332
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,3,0,0,75.36809358333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,2,5,0,58.13958933333333
vehicle_breakdown,Magadi Road,High,1,Kamakshipalya,2,5,0,79.74376296666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,3,0,0,94.79220713333333
vehicle_breakdown,Non-corridor,Low,0,V.V.Puram (C.Pet),6,0,0,25.561851433333334
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,2,5,0,161.71242263333335
others,Non-corridor,Low,0,Jnanabharathi,6,0,0,6.989937633333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,8,0,1,50.01750633333334
vehicle_breakdown,Hosur Road,High,0,Madiwala,10,0,0,68.04666115
vehicle_breakdown,ORR North 2,High,0,Jalahalli,18,0,1,93.07605395
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,20,0,0,5.5782576666666674
vehicle_breakdown,Hosur Road,High,0,Electronic City,20,0,0,13.4008989
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,19,0,1,90.53504385
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,20,0,0,11.603118716666668
vehicle_breakdown,ORR East 1,High,0,Bellandur,20,0,0,10.9303683
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,20,0,0,99.55250774999999
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,5,5,0,13.157230550000001
vehicle_breakdown,Hosur Road,High,0,Adugodi,22,0,0,66.10073248333333
vehicle_breakdown,Hosur Road,High,0,Madiwala,21,0,0,71.50056616666667
vehicle_breakdown,ORR North 1,High,0,Hebbala,0,1,0,18.836651933333332
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,1,1,0,117.39218681666667
vehicle_breakdown,Non-corridor,Low,0,R.T. Nagar,2,1,0,110.46526
others,Non-corridor,Low,0,Jnanabharathi,1,1,0,533.57232925
others,Bellary Road 1,High,0,Sadashivanagar,8,5,1,27.545034283333333
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,3,1,0,10.638148583333333
vehicle_breakdown,Non-corridor,Low,0,Kamakshipalya,3,1,0,18.394525433333335
others,Bellary Road 1,High,0,Sadashivanagar,2,1,0,99.88255601666667
vehicle_breakdown,ORR North 2,High,0,Jalahalli,7,1,1,8.985578633333335
tree_fall,Non-corridor,Low,0,Kodigehalli,5,1,0,16.6391068
vehicle_breakdown,Bellary Road 1,High,0,R.T. Nagar,6,1,0,12.881734533333335
vehicle_breakdown,Hosur Road,High,0,Adugodi,6,1,0,131.09396868333334
vehicle_breakdown,Non-corridor,Low,0,Whitefield,18,1,1,30.11519236666667
vehicle_breakdown,ORR North 1,High,0,Hebbala,19,1,1,25.278318449999997
vehicle_breakdown,Non-corridor,Low,0,Electronic City,19,1,1,18.72494986666667
vehicle_breakdown,Bellary Road 1,High,0,Cubbon Park,21,1,0,64.28767333333333
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,22,1,0,102.76117878333334
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,3,2,0,18.805689683333334
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,4,2,0,8.3890527
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,2,2,0,112.30525148333332
others,Old Airport Road,High,0,HAL Old Airport,5,2,0,66.22507335
vehicle_breakdown,Non-corridor,Low,0,Electronic City,10,5,0,70.09457578333333
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,6,2,0,9.717715233333333
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,6,2,0,61.030100583333336
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,18,5,1,118.72338911666667
tree_fall,Bellary Road 1,High,1,Cubbon Park,18,5,1,20.54189726666667
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,7,2,1,15.591014699999999
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,7,2,1,4.77378955
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,8,2,1,15.929077366666666
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,8,2,1,50.123021200000004
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,8,2,1,42.71937091666667
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,18,5,1,66.27881596666667
vehicle_breakdown,Non-corridor,Low,0,Chamarajpet,20,5,0,36.20208975
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,19,2,1,117.76879753333333
vehicle_breakdown,Bellary Road 1,High,0,High ground,19,2,1,5.4551318
vehicle_breakdown,Tumkur Road,High,0,Peenya,21,5,0,43.37783213333333
vehicle_breakdown,West of Chord Road,High,0,Byatarayanapura,22,2,0,11.974767750000002
vehicle_breakdown,ORR North 2,High,0,Jalahalli,21,2,0,15.546527383333334
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,22,5,0,14.166123566666666
congestion,ORR North 1,High,0,Hennuru,1,3,0,72.70130863333334
vehicle_breakdown,Non-corridor,Low,0,Electronic City,0,3,0,65.59525101666667
vehicle_breakdown,Hennur Main Road,High,0,K.G. Halli,1,3,0,14.030502116666666
vehicle_breakdown,Bellary Road 1,High,1,High ground,2,3,0,4.576298216666667
vehicle_breakdown,ORR West 1,High,0,Banashankari,2,3,0,82.4944742
vehicle_breakdown,Non-corridor,Low,0,Magadi Road,2,3,0,16.363326316666665
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,4,3,0,3.21337185
accident,ORR North 2,High,0,Jalahalli,3,3,0,9.1037502
road_conditions,Bellary Road 1,High,0,Sadashivanagar,23,5,0,175.50373811666665
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,4,3,0,122.89680243333333
vehicle_breakdown,Non-corridor,Low,1,Jnanabharathi,3,3,0,153.20900648333333
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,0,6,0,94.07856273333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,4,3,0,20.718708183333334
vehicle_breakdown,ORR North 2,High,0,Jalahalli,2,6,0,107.86730428333334
vehicle_breakdown,Non-corridor,Low,0,Vijayanagara,2,6,0,38.377358533333336
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,8,3,1,27.85295405
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,7,3,1,112.04517458333333
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,5,6,0,39.481431066666666
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,8,3,1,10.010460816666667
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,9,3,1,15.370875883333333
accident,Non-corridor,Low,0,K.R. Pura,18,3,1,45.76001521666667
others,ORR East 1,High,0,HAL Old Airport,19,3,1,83.30453795
others,Non-corridor,Low,0,Banaswadi,8,6,1,4.885507283333333
road_conditions,Non-corridor,Low,0,Yelahanka,21,3,0,566.6772309666667
others,ORR West 1,High,0,Byatarayanapura,22,3,0,69.93633795000001
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,22,3,0,57.164526783333336
vehicle_breakdown,ORR North 2,High,0,Jalahalli,10,6,0,12.689850833333333
vehicle_breakdown,ORR West 1,High,0,Byatarayanapura,22,3,0,12.721911633333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,11,6,0,60.872188933333334
vehicle_breakdown,Non-corridor,Low,0,Shivajinagar,23,3,0,55.578412783333334
vehicle_breakdown,ORR North 2,High,0,Jalahalli,1,4,0,24.837310600000002
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,1,4,0,53.36274408333334
vehicle_breakdown,Non-corridor,Low,0,Hennuru,1,4,0,26.506782533333332
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,1,4,0,26.544809666666666
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,2,4,0,51.91649708333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,3,4,0,68.26804354999999
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,21,6,0,43.907065366666664
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,5,4,0,6.4820150000000005
vehicle_breakdown,CBD 1,High,0,Shivajinagar,6,4,0,13.161401233333333
others,Bannerghata Road,High,0,Hulimavu,7,4,1,28.348933666666667
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,20,4,0,20.946314283333333
vehicle_breakdown,ORR West 1,High,0,J.P. Nagar,20,4,0,54.41555578333334
vehicle_breakdown,Bellary Road 1,High,0,High ground,0,5,0,27.87250365
others,Magadi Road,High,0,Kamakshipalya,1,5,0,55.317655916666666
vehicle_breakdown,Hosur Road,High,0,Madiwala,3,5,0,70.40309615
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,4,5,0,64.34689078333334
water_logging,ORR West 1,High,0,K.S. Layout,3,5,0,245.19777885
vehicle_breakdown,Hosur Road,High,0,Electronic City,5,5,0,18.99817295
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,7,5,1,5.209710783333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,8,5,1,77.41273774999999
vehicle_breakdown,Old Airport Road,High,0,Halasur,11,5,0,69.93821856666666
vehicle_breakdown,West of Chord Road,High,0,Byatarayanapura,18,5,1,35.05276381666667
accident,Non-corridor,Low,0,Chikkajala,19,5,1,52.07746276666667
others,Non-corridor,Low,0,Upparpet,21,5,0,17.6889574
others,ORR West 1,High,0,K.S. Layout,0,6,0,13.282436566666666
vehicle_breakdown,Non-corridor,Low,0,Upparpet,21,5,0,33.299465850000004
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,23,5,0,64.56195151666667
vehicle_breakdown,Hosur Road,High,0,Madiwala,0,6,0,35.21883235
others,Non-corridor,Low,0,Ashok Nagar,1,6,0,31.519939366666666
congestion,Hennur Main Road,High,0,Hennuru,0,6,0,108.22733615
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,2,6,0,2.2310387166666668
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,3,6,0,57.2864581
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,2,6,0,61.725270716666664
vehicle_breakdown,Non-corridor,Low,1,Electronic City,3,6,0,144.07803846666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,5,6,0,9.91719885
vehicle_breakdown,Bellary Road 1,High,0,High ground,4,6,0,95.13714321666666
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,5,6,0,36.75851303333333
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,5,6,0,135.56645735
vehicle_breakdown,ORR North 2,High,0,Jalahalli,4,6,0,175.78652098333333
vehicle_breakdown,Mysore Road,High,1,Halasuru Gate,6,6,0,13.030755666666666
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,6,6,0,29.79472086666667
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,7,6,1,23.743930483333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,7,6,1,50.50448333333333
vehicle_breakdown,Tumkur Road,High,0,Peenya,7,6,1,29.0898873
vehicle_breakdown,CBD 2,High,0,Cubbon Park,8,6,1,15.373663483333333
vehicle_breakdown,Hosur Road,High,0,Electronic City,20,6,0,88.63287516666666
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,20,6,0,85.63499211666667
accident,Non-corridor,Low,0,V.V.Puram (C.Pet),1,0,0,31.814843783333334
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,0,0,0,16.525977933333333
vehicle_breakdown,ORR East 2,High,0,Banaswadi,20,0,0,5.492729283333333
vehicle_breakdown,Tumkur Road,High,0,Peenya,23,6,0,71.25627258333334
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,23,6,0,66.43240593333333
others,Non-corridor,Low,1,Upparpet,23,0,0,17.762820299999998
others,Non-corridor,Low,0,Jayanagara,2,0,0,60.46577085
vehicle_breakdown,Mysore Road,High,1,Chamarajpet,2,1,0,112.05360535
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,2,0,0,55.35562983333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,2,1,0,146.3850152
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,3,0,0,86.29304546666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,5,1,0,110.00090083333333
congestion,Hennur Main Road,High,0,Hennuru,5,1,0,115.77675745
vehicle_breakdown,West of Chord Road,High,0,Rajajinagar,8,1,1,43.553649566666664
vehicle_breakdown,Tumkur Road,High,0,Peenya,9,0,1,7.989997
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,8,1,1,8.7919678
accident,Mysore Road,High,1,Byatarayanapura,10,1,0,39.028780866666665
vehicle_breakdown,Tumkur Road,High,0,Peenya,11,1,0,9.854202483333333
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,12,1,0,105.73423235
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,17,1,1,82.21110071666666
accident,ORR North 1,High,0,Banaswadi,20,1,0,41.37271345
accident,Non-corridor,Low,0,Basavanagudi,21,1,0,43.65988791666667
accident,Non-corridor,Low,0,Basavanagudi,21,1,0,41.838232833333336
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,23,1,0,22.2301904
water_logging,Non-corridor,Low,0,R.T. Nagar,21,0,0,123.31325763333332
others,Non-corridor,Low,0,Peenya,23,1,0,15.814499816666666
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,3,2,0,7.453080083333333
accident,Airport New South Road,High,0,Pulikeshinagar(F.Town),1,2,0,68.80150233333333
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,4,2,0,111.61205211666667
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,5,2,0,125.65330900000001
vehicle_breakdown,Non-corridor,Low,0,Banaswadi,0,1,0,38.49233733333333
vehicle_breakdown,IRR(Thanisandra road),High,0,Adugodi,0,1,0,91.30090236666666
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,6,2,0,19.639472016666666
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,2,1,0,59.57834488333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,7,2,1,12.384581016666667
vehicle_breakdown,Bannerghata Road,High,0,Hulimavu,8,2,1,16.992135533333332
vehicle_breakdown,Non-corridor,Low,0,Kamakshipalya,3,1,0,13.267902833333332
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,18,2,1,25.298768399999997
vehicle_breakdown,Hosur Road,High,0,Madiwala,19,2,1,2.2634015499999998
vehicle_breakdown,Non-corridor,Low,0,Peenya,20,2,0,25.79376715
vehicle_breakdown,Hosur Road,High,0,Madiwala,21,2,0,12.6312672
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,21,2,0,16.656762166666667
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,4,1,0,6.593964850000001
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,21,2,0,45.96836663333333
vehicle_breakdown,ORR East 2,High,0,Mahadevapura,22,2,0,42.19713446666666
vehicle_breakdown,Non-corridor,Low,0,High ground,22,2,0,54.65853513333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,22,2,0,67.62782723333333
others,Bellary Road 1,High,0,Sadashivanagar,5,1,0,122.96864301666666
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,5,1,0,113.27622685
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,23,2,0,66.48960311666666
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,0,3,0,79.15418580000001
accident,Bellary Road 2,High,0,Yelahanka,2,3,0,22.644470733333332
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,2,3,0,95.58107615
others,Non-corridor,Low,0,Rajajinagar,2,3,0,3.5981080333333333
vehicle_breakdown,Bannerghata Road,High,0,Jayanagara,6,1,0,35.7911427
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,6,1,0,84.46969001666666
vehicle_breakdown,Hosur Road,High,0,Madiwala,5,3,0,14.2335291
vehicle_breakdown,Old Madras Road,High,0,Jeevanbheemanagar,4,3,0,33.554378899999996
vehicle_breakdown,Varthur Road,High,0,Whitefield,5,3,0,30.59855698333333
vehicle_breakdown,Hosur Road,High,0,Madiwala,5,3,0,59.47093031666667
vehicle_breakdown,Non-corridor,Low,0,Banashankari,6,3,0,28.422718233333335
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,7,3,1,46.03317931666666
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,10,1,0,105.15403339999999
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,19,1,1,97.20824538333333
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,8,3,1,35.270044866666666
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,9,3,1,24.78094095
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,8,3,1,103.95695343333334
vehicle_breakdown,ORR North 1,High,0,Banaswadi,19,1,1,76.73107366666666
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,19,1,1,25.963968299999998
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,10,3,0,47.135134183333335
vehicle_breakdown,Non-corridor,Low,0,Devanahalli Airport,19,3,1,41.44027543333333
accident,Bellary Road 1,High,0,Kodigehalli,20,3,0,52.424526316666665
vehicle_breakdown,Hosur Road,High,0,Madiwala,20,1,0,21.590795766666666
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,20,1,0,149.32047236666668
vehicle_breakdown,ORR West 1,High,0,J.P. Nagar,20,3,0,21.186916433333334
vehicle_breakdown,Old Madras Road,High,0,Shivajinagar,20,3,0,64.23054711666667
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,22,1,0,10.150801150000001
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,22,1,0,146.0768349
vehicle_breakdown,Non-corridor,Low,0,Kamakshipalya,0,4,0,73.34186823333333
vehicle_breakdown,Non-corridor,Low,0,Electronic City,23,1,0,56.471942150000004
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,1,2,0,63.264801049999996
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,1,2,0,2.348085033333333
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,4,4,0,111.59204438333333
others,Varthur Road,High,0,Whitefield,5,4,0,99.1271216
vehicle_breakdown,Hennur Main Road,High,0,Hennuru,5,4,0,46.373055349999994
tree_fall,Non-corridor,Low,0,Adugodi,3,2,0,16.442733933333333
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,7,4,1,48.24556945
vehicle_breakdown,Non-corridor,Low,0,Peenya,7,4,1,23.094677766666667
vehicle_breakdown,Old Madras Road,High,0,Shivajinagar,9,4,1,10.697492350000001
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,10,4,0,61.77526506666666
vehicle_breakdown,Hosur Road,High,0,Madiwala,19,4,1,89.98981611666666
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,4,2,0,44.60061098333333
vehicle_breakdown,Non-corridor,Low,0,Halasur,21,4,0,102.37431906666667
others,Hosur Road,High,0,Madiwala,20,4,0,330.18084595
tree_fall,Tumkur Road,High,0,Yeshwanthpura,5,2,0,239.99684209999998
vehicle_breakdown,ORR North 2,High,0,Jalahalli,22,4,0,83.04273458333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,2,5,0,17.988405883333332
vehicle_breakdown,Non-corridor,Low,0,High ground,3,5,0,120.1229665
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,4,5,0,15.682897033333335
vehicle_breakdown,ORR East 2,High,0,HAL Old Airport,6,2,0,18.770652916666666
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,4,5,0,26.713455833333335
vehicle_breakdown,Old Airport Road,High,0,Halasur,3,5,0,27.165104633333332
pot_holes,CBD 2,High,0,Cubbon Park,7,2,1,1.5017334166666667
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,8,2,1,32.257464766666665
