id,description,event_cause,corridor,priority,requires_road_closure,address,latitude,longitude,start_datetime,end_datetime,status,duration_minutes,retrieval_text
FKID002057,Road Restriction for PM Visit,vip_movement,Mysore Road,High,True,"Bangalore-Mysore Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",12.90123143,77.46735197,2024-03-17 22:05:46+00:00,,closed,,vip_movement | Mysore Road | Road Restriction for PM Visit
FKID002059,White tapping progress in hennur bagalur main road sir,construction,Non-corridor,Low,False,"Hennur Main Road, Salarpuria Sattva Gold Summit, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",13.0670028,77.6517305,,2024-02-28 06:34:46+00:00,closed,,construction | Non-corridor | White tapping progress in hennur bagalur main road sir
FKID002071,krisht prossetion,procession,Mysore Road,High,False,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9603835,77.5627726,,2024-03-18 09:44:46+00:00,closed,,procession | Mysore Road | krisht prossetion
FKID002092,ಪ್ರವೇಟ್ ಪ್ರಾಪರ್ಟಿಯಲ್ಲಿರುವ ಹಳೆ ಮರದ  ನಾಲ್ಕು ರೆಂಬೆಗಳನ್ನು ಅರಣ್ಯ ಇಲಾಖೆಯಿಂದ ಅನುಮತಿ ಪಡೆದು ಕಟ್ ಮಾಡಿ ತೆರವು ಮಾಡಲಾಗಿರುತ್ತದೆ. ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ,construction,Old Madras Road,High,False,"Brigade Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",12.9721302,77.6070396,2024-02-27 19:06:46+00:00,2024-02-27 20:40:46+00:00,closed,94.0,construction | Old Madras Road | ಪ್ರವೇಟ್ ಪ್ರಾಪರ್ಟಿಯಲ್ಲಿರುವ ಹಳೆ ಮರದ  ನಾಲ್ಕು ರೆಂಬೆಗಳನ್ನು ಅರಣ್ಯ ಇಲಾಖೆಯಿಂದ ಅನುಮತಿ ಪಡೆದು ಕಟ್ ಮಾಡಿ ತೆರವು ಮಾಡಲಾಗಿರುತ್ತದೆ. ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ
FKID002097,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694819,77.7006441,,2024-02-28 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID002103,tavarekere [PERSON] wood,construction,Non-corridor,Low,False,"Thavarekere Main Road, Brindavan Nagar, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",12.9255592,77.6087154,,2024-02-27 20:52:46+00:00,closed,,construction | Non-corridor | tavarekere [PERSON] wood
FKID002105,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695714,77.700534,,2024-03-19 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID002110,village festival,procession,Non-corridor,Low,False,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",12.9360068,77.7070682,,2024-02-27 12:56:46+00:00,closed,,procession | Non-corridor | village festival
FKID002168,karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696034,77.7005489,,2024-02-29 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work
FKID002192,snj traffic ps limits,construction,ORR North 2,High,False,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0443032,77.5819616,,2024-03-20 05:35:46+00:00,closed,,construction | ORR North 2 | snj traffic ps limits
FKID002212,bilekahalli junction towards HSBC,procession,Bannerghata Road,High,False,"Bannerghatta Main Road, Bilekahalli Junction, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",12.9019622,77.6011975,,2024-02-29 05:01:46+00:00,closed,,procession | Bannerghata Road | bilekahalli junction towards HSBC
FKID002224,Bridge work under prograss,construction,Non-corridor,Low,True,"ಟ್ಯಾಂಕ್ ಬಂಡ್ ರಸ್ತೆ, ವಿಶ್ವಮಾನವ ಕುವೆಂಪು ವಾರ್ಡ್, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560068, India",12.91427815,77.61741195,,2024-03-19 12:05:46+00:00,closed,,construction | Non-corridor | Bridge work under prograss
FKID002225,ಮಾರತಹಳ್ಳಿ ಬ್ರಿಜ್ ಲ್ಲಿ  ಬಿಎಂಆರ್‌ಪಿಎಲ್ ಮೆಟ್ರೋ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ. ಹಾಗಾಗಿ ಸರ್ವಿಸ್ ರಸ್ತೆಯನ್ನು . ಮುಚ್ಚಲಾಗಿರುತ್ತದೆ.,construction,Varthur Road,High,True,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9567539,77.7013119,,2024-03-19 17:01:46+00:00,closed,,construction | Varthur Road | ಮಾರತಹಳ್ಳಿ ಬ್ರಿಜ್ ಲ್ಲಿ  ಬಿಎಂಆರ್‌ಪಿಎಲ್ ಮೆಟ್ರೋ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ. ಹಾಗಾಗಿ ಸರ್ವಿಸ್ ರಸ್ತೆಯನ್ನು . ಮುಚ್ಚಲಾಗಿರುತ್ತದೆ.
FKID002245,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695804,77.7005848,,2024-03-20 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID002254,[PERSON],procession,Non-corridor,Low,True,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0162183,77.7092396,,2024-03-19 21:57:46+00:00,closed,,procession | Non-corridor | [PERSON]
FKID002320,[PERSON] staion piller construction work progress towords [PERSON] [LOCATION] is slow movement Regarding traffic is [LOCATION],construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695205,77.7005879,,2024-03-08 02:53:46+00:00,closed,,construction | ORR East 2 | [PERSON] staion piller construction work progress towords [PERSON] [LOCATION] is slow movement Regarding traffic is [LOCATION]
FKID002337,Mixture Lorry Tyre Puncture,construction,Mysore Road,High,False,"Mission Road, ETO Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",12.964045,77.5882867,,2024-03-02 05:05:46+00:00,closed,,construction | Mysore Road | Mixture Lorry Tyre Puncture
FKID002353,"BWSSB Work, Whaitfield Towards [PERSON]",construction,Non-corridor,Low,False,"Whitefield Main Road, Carmel Heights, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.9608586,77.7477127,,2024-03-20 17:05:46+00:00,closed,,"construction | Non-corridor | BWSSB Work, Whaitfield Towards [PERSON]"
FKID002354,White Topping Phase-3 at [LOCATION],construction,Non-corridor,Low,True,"Race Course Road, ಫೇರ್ ಫೀಲ್ಡ್ ಲೇಔಟ್, ಹೈ ಗ್ರೌಂಡ್ಸ್, ಸಂಪಂಗಿರಾಮ ನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",12.98425609,77.58240759,2024-03-20 12:05:46+00:00,2024-05-20 12:05:46+00:00,active,87840.0,construction | Non-corridor | White Topping Phase-3 at [LOCATION]
FKID002380,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969728,77.7007284,,2024-03-21 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID002408,local village festival,public_event,Old Airport Road,High,False,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9561458,77.6939553,,2024-03-03 20:05:46+00:00,closed,,public_event | Old Airport Road | local village festival
FKID002409,local village festival,public_event,Old Airport Road,High,False,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.956161,77.6940295,,2024-03-03 20:05:46+00:00,closed,,public_event | Old Airport Road | local village festival
FKID002410,due to local village festival,public_event,Old Airport Road,High,False,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9562766,77.6940173,,2024-03-03 20:05:46+00:00,closed,,public_event | Old Airport Road | due to local village festival
FKID002411,local village festival,public_event,Old Airport Road,High,False,"2nd Main Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9564768,77.6941351,,2024-03-03 20:05:46+00:00,closed,,public_event | Old Airport Road | local village festival
FKID002416,local village festival,public_event,Old Airport Road,High,False,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9561595,77.6939741,,2024-03-03 20:05:46+00:00,closed,,public_event | Old Airport Road | local village festival
FKID002440,rathostava,public_event,Non-corridor,Low,False,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",13.0007295,77.5693615,,2024-03-04 08:01:46+00:00,closed,,public_event | Non-corridor | rathostava
FKID002445,"Vehicle Diversion at [LOCATION] Road(13.027712, 77.535668)",public_event,Non-corridor,Low,False,"ಹೊರ ವರ್ತುಲ ರಸ್ತೆ, ಗೊರಗುಂಟೆ ಪಾಳ್ಯ, ಪೀಣ್ಯ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560022, India",13.02668698,77.53509982,2024-03-19 12:05:46+00:00,2024-03-31 11:35:46+00:00,closed,17250.0,"public_event | Non-corridor | Vehicle Diversion at [LOCATION] Road(13.027712, 77.535668)"
FKID002447,varthur college towards madaranagar,construction,Non-corridor,Low,False,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9424427,77.7473603,,2024-03-23 04:40:46+00:00,closed,,construction | Non-corridor | varthur college towards madaranagar
FKID002463,karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694437,77.7006895,,2024-03-05 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work
FKID002483,TCS Marathon 2026,public_event,Old Madras Road,High,True,"ಕಬ್ಬನ್ ರಸ್ತೆ, ಅಶೋಕ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560025, India",12.9757277,77.61296523,2024-03-03 17:05:46+00:00,2024-03-03 23:05:46+00:00,closed,360.0,public_event | Old Madras Road | TCS Marathon 2026
FKID002486,White Topping Phase 2 at [LOCATION],construction,Non-corridor,Low,True,"Bangalore Race Course, Race Course Road, Fair Field Layout, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",12.98324679,77.57715769,2024-01-19 12:05:46+00:00,2024-03-21 11:35:46+00:00,closed,89250.0,construction | Non-corridor | White Topping Phase 2 at [LOCATION]
FKID002495,varthur ps towards balegere road,construction,Non-corridor,Low,False,"27th Cross Road, BMG Layout, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9382954,77.7454769,,2024-03-21 20:35:46+00:00,closed,,construction | Non-corridor | varthur ps towards balegere road
FKID002533,bbmp wrk sir,construction,Non-corridor,Low,False,"1st Main Road, Prestige Pine Wood, Jakkasandra Extension, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.931129,77.6339107,,2024-03-23 22:48:46+00:00,closed,,construction | Non-corridor | bbmp wrk sir
FKID002561,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695083,77.7005878,,2024-03-06 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID002581,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694371,77.7006242,,2024-03-22 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID002608,[PERSON],vehicle_breakdown,Non-corridor,Low,False,"Madavara Main Road, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",13.0551266,77.4739854,,2024-03-06 03:59:46+00:00,closed,,vehicle_breakdown | Non-corridor | [PERSON]
FKID002610,Karthik nagar SNC METRO PILLOR CONCRETE WORK,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696868,77.7004176,,2024-03-06 02:25:46+00:00,closed,,construction | ORR East 2 | Karthik nagar SNC METRO PILLOR CONCRETE WORK
FKID002656,[LOCATION] work,construction,Non-corridor,Low,False,"1st Cross Road, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)",13.0225146,77.6018347,,2024-03-23 05:06:46+00:00,closed,,construction | Non-corridor | [LOCATION] work
FKID002659,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694761,77.7006303,,2024-03-07 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID002665,bridge Work and CC road work under progress,construction,Non-corridor,Low,True,"30th Main Road, Someshwara Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",12.9160554,77.6168548,,2024-04-23 00:05:46+00:00,closed,,construction | Non-corridor | bridge Work and CC road work under progress
FKID002672,ಬಿಬಿಎಂಪಿ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯಲ್ಲಿ ಇದೆ   ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯ ಇಲ್ಲಾ,construction,Non-corridor,Low,False,"Magrath Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",12.970333,77.6100462,,2024-03-06 21:52:46+00:00,closed,,construction | Non-corridor | ಬಿಬಿಎಂಪಿ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯಲ್ಲಿ ಇದೆ   ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯ ಇಲ್ಲಾ
FKID002673,"kptcl work progressing at varturu college, varturu ps vehicles slow movement.",construction,Non-corridor,Low,False,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9424506,77.7471773,,2024-03-06 23:08:46+00:00,closed,,"construction | Non-corridor | kptcl work progressing at varturu college, varturu ps vehicles slow movement."
FKID002693,"KPTCL Work Varthur College junction, [LOCATION] road",construction,Non-corridor,Low,False,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9424889,77.7474591,,2024-03-23 06:05:46+00:00,closed,,"construction | Non-corridor | KPTCL Work Varthur College junction, [LOCATION] road"
FKID002805,[PERSON] station work sir [PERSON] towards [PERSON] sir,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694267,77.7006781,,2024-03-24 06:35:46+00:00,closed,,construction | ORR East 2 | [PERSON] station work sir [PERSON] towards [PERSON] sir
FKID002817,slow movements sir,tree_fall,ORR West 1,High,False,"1st Cross Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",12.9238644,77.5532613,,2024-03-07 06:02:46+00:00,closed,,tree_fall | ORR West 1 | slow movements sir
FKID002883,Haz bhavan yatre,public_event,Hennur Main Road,High,False,"Thanisandra Main Road, Tirumanahalli, Bengaluru, Karnataka. Pin-560064 (India)",13.0891144,77.63546131,,2024-03-29 01:01:11+00:00,closed,,public_event | Hennur Main Road | Haz bhavan yatre
FKID003119,[LOCATION] center median work is going on karthiknagara towards marathhalli,construction,ORR East 2,High,False,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9687003,77.7013565,,2024-03-27 09:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] center median work is going on karthiknagara towards marathhalli
FKID003127,without helmer,public_event,Non-corridor,Low,True,"Unnamed Road, Pillaganahalli, Bengaluru, Karnataka. Pin-560083 (India)",12.8441817,77.5766517,,2024-03-27 10:15:46+00:00,closed,,public_event | Non-corridor | without helmer
FKID003130,Hospital road white tapping,construction,Non-corridor,Low,True,"Hospital Road, Balepet, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",12.97326156,77.57768172,2024-02-15 12:05:46+00:00,2024-03-27 11:35:46+00:00,closed,59010.0,construction | Non-corridor | Hospital road white tapping
FKID003133,[LOCATION] center median work is going on at karthiknagara so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli,construction,ORR East 2,High,False,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9687789,77.7015288,,2024-03-28 09:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] center median work is going on at karthiknagara so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli
FKID003153,traffic slow movement from [LOCATION] towards dairy due to [PERSON] festival,procession,Non-corridor,Low,False,"Hosur Road, Prestige Technopolis, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",12.9364416,77.6072177,,2024-03-28 06:05:46+00:00,closed,,procession | Non-corridor | traffic slow movement from [LOCATION] towards dairy due to [PERSON] festival
FKID003180,[PERSON] pallakki procession from [LOCATION] 8th cross towards sampige road 18th cross,procession,Non-corridor,Low,True,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.9990834,77.5710764,,2024-03-28 15:10:46+00:00,closed,,procession | Non-corridor | [PERSON] pallakki procession from [LOCATION] 8th cross towards sampige road 18th cross
FKID003302,[LOCATION] construction,construction,ORR East 2,High,False,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.96923191,77.70098502,,2024-03-29 20:50:39+00:00,closed,,construction | ORR East 2 | [LOCATION] construction
FKID003312,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station work,construction,ORR East 2,High,False,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969466,77.7010444,,2024-03-30 09:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station work
FKID003349,ಮರ ಬಿದ್ದಿದೆ ಸರ್,construction,West of Chord Road,High,False,"17th Cross Road, Govindaraja Nagara Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",12.9725245,77.5378415,,2024-03-30 00:18:46+00:00,closed,,construction | West of Chord Road | ಮರ ಬಿದ್ದಿದೆ ಸರ್
FKID003404,[LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695964,77.7007931,,2024-03-31 09:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] station piller work
FKID003465,drainage work progress sir,construction,Non-corridor,Low,True,"Kitthur Rani Chennamma Road, Kalathur Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",13.0581665,77.5462351,,2024-03-31 17:05:46+00:00,closed,,construction | Non-corridor | drainage work progress sir
FKID003510,Sir [PERSON] service road ನಲ್ಲಿ sterling [LOCATION] ಎದುರು ಮೋರಿ ಕ್ಲೀನ್ ಮಾಡಲು ಗ್ರಿಲ್ ತೆಗೆದು ಮಿಡಿಯನ್ ಹಾಕಿರುತ್ತಾರೆ ಸರ್ ಸರ್ವಿಸ್ ರಸ್ತೆಯ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ಸ್ಲೋ ಇದೇ ಸರ್...,construction,ORR East 1,High,False,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.928608,77.6816848,,2024-04-03 00:05:46+00:00,closed,,construction | ORR East 1 | Sir [PERSON] service road ನಲ್ಲಿ sterling [LOCATION] ಎದುರು ಮೋರಿ ಕ್ಲೀನ್ ಮಾಡಲು ಗ್ರಿಲ್ ತೆಗೆದು ಮಿಡಿಯನ್ ಹಾಕಿರುತ್ತಾರೆ ಸರ್ ಸರ್ವಿಸ್ ರಸ್ತೆಯ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ಸ್ಲೋ ಇದೇ ಸರ್...
FKID003704,[PERSON] festival at [LOCATION] road BGS Flyover,public_event,Mysore Road,High,True,"Sultan Road, Cottonpete, Cheluvadi Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",12.96417661,77.56987194,2024-04-04 20:05:46+00:00,2024-04-05 00:05:46+00:00,closed,240.0,public_event | Mysore Road | [PERSON] festival at [LOCATION] road BGS Flyover
FKID003706,Culvert Work By GBA,construction,CBD 1,High,True,"Rakhra Sports, 22, Veerapillai Street, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",12.98306392,77.61063549,2024-03-31 12:05:46+00:00,2024-05-30 11:35:46+00:00,active,86370.0,construction | CBD 1 | Culvert Work By GBA
FKID003707,Culvert Work By GBA road closure,construction,Old Madras Road,High,True,"Kamaraja Road Circle, Cubbon Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",12.97736496,77.60867728,2024-03-31 12:05:46+00:00,2024-05-30 10:35:46+00:00,active,86310.0,construction | Old Madras Road | Culvert Work By GBA road closure
FKID003755,BAKRID BANDOBASTH,public_event,Non-corridor,Low,True,"Doddi Circle, Pottery Road, Sagayapura, Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",13.00200051,77.61210604,2024-04-04 17:05:46+00:00,2024-04-05 02:05:46+00:00,closed,540.0,public_event | Non-corridor | BAKRID BANDOBASTH
FKID003758,"Special prayer on the
occasion of [PERSON]
festival",public_event,Non-corridor,Low,True,"A.K.S. Convention Hall, 70, Saint John's Church Road, Bharathi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",12.99351325,77.60736145,2024-04-04 19:05:46+00:00,2024-04-05 00:05:46+00:00,closed,300.0,"public_event | Non-corridor | Special prayer on the
occasion of [PERSON]
festival"
FKID003763,[PERSON] prayer at [PERSON],public_event,ORR West 1,High,True,"Sarakki Junction, Outer Ring Road, Kumaraswamy Layout 1st Stage, Kane Muneshwara Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",12.90649007,77.57322032,2024-04-04 19:05:46+00:00,2024-04-04 23:05:46+00:00,closed,240.0,public_event | ORR West 1 | [PERSON] prayer at [PERSON]
FKID003859,[LOCATION] station tower crane work and center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969424,77.7007903,,2024-04-06 09:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] station tower crane work and center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli
FKID004019,BWSSB work progress K R road towards D M junction traffic slow moment,construction,Non-corridor,Low,False,"Sri Nitturu Srinivasarao Road, Bharathi Nursing Home Junction, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",12.9368449,77.5737802,,2024-04-06 19:01:46+00:00,closed,,construction | Non-corridor | BWSSB work progress K R road towards D M junction traffic slow moment
FKID004031,[LOCATION] center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards marathhalli and from karthiknagara towards [LOCATION],construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696781,77.7005957,,2024-04-07 10:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards marathhalli and from karthiknagara towards [LOCATION]
FKID004085,[LOCATION] work at [LOCATION],construction,Varthur Road,High,True,"Service Road, Marathahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",12.95691291,77.70135409,2024-04-07 11:05:46+00:00,2024-04-07 18:05:46+00:00,closed,420.0,construction | Varthur Road | [LOCATION] work at [LOCATION]
