id,description,event_cause,priority,police_station,corridor
FKID001306,[LOCATION] sir 35 th main road Ayodhya ram road trds ig BWSSB work complitede but not closed hole this reason traffic slowly moving,construction,Low,Jayanagara,Non-corridor
FKID001307,ಪೈಪ್ ಲೈನ್ ನಲ್ಲಿ ನೀರಿನ ಸಮಸ್ಯೆ ಇಂದಾಗಿ ಗುಂಡಿ ಬಿದ್ದಿದ್ದು  ಸಂಚಾರ ಸ್ವಲ್ಪ ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತದೆ,pot_holes,High,Ashok Nagar,Hosur Road
FKID001308,ಈ ಪಾತ ಹೋಲ್ ಸಮಸ್ಯೆಯಿಂದಾಗಿ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಆಗಿ ಮೂವ್ ಆಗುತ್ತದೆ,pot_holes,High,Ashok Nagar,Hosur Road
FKID001309,bmtc bus offload sir [PERSON],vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001310,bwssb work progress traffic slow movement sir,road_conditions,Low,Hennuru,Non-corridor
FKID001311,bwssb work progress traffic slow movement sir,road_conditions,Low,Hennuru,Non-corridor
FKID001313,traffic no problem sir slow movement,others,High,Kengeri,Mysore Road
FKID001314,axcell wheel cutting,others,Low,Yelahanka,Non-corridor
FKID001315,vechicle breakdown,vehicle_breakdown,High,Vijayanagara,West of Chord Road
FKID001316,vahical breakdown [PERSON] sir,vehicle_breakdown,High,K.R. Pura,ORR East 2
FKID001317,eicher vehicle off road at out going side sriganda [PERSON] towards sunkadakatte sir traffic no problem sir,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001318,Slow movement traffic towards KEB junction due to [LOCATION] work,congestion,High,Hennuru,Hennur Main Road
FKID001319,ಸಿಎಂಪಿ ಜಂಕ್ಷನ್ ಟುವರ್ಡ್ಸ್ ಸಿಗ್ನಲ್ ಲೈಟ್ ಕಡೆಗೆ ರಸ್ತೆ ಗುಂಡಿ ಬಿದ್ದಿದ್ದು ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆ ಆಗುತ್ತಿದೆ,pot_holes,High,Ashok Nagar,Hosur Road
FKID001321,clutch plate problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID001322,wheel jamm,vehicle_breakdown,Low,Chikkabanavara,Non-corridor
FKID001323,tyre puncture,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID001324,tree fall to Near MCC college sir,tree_fall,Low,High ground,Non-corridor
FKID001325,BESCOM vehicle,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001326,traffic movement no problem sir,vehicle_breakdown,High,Byatarayanapura,West of Chord Road
FKID001327,CAR hopcoms gate towards adugodi jn bmtc bus breakdown  traffic moving slowly,vehicle_breakdown,High,Adugodi,Hosur Road
FKID001330,service road close,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID001331,break fail,accident,High,Banaswadi,ORR North 1
FKID001332,vahical,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001333,trapic normal,water_logging,High,K.S. Layout,ORR West 1
FKID001334,off road,vehicle_breakdown,High,J.P. Nagar,ORR West 1
FKID001335,BMTC bus front wheel puncher sir,vehicle_breakdown,Low,Peenya,Non-corridor
FKID001337,car pancher sir,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001338,ಈ ವಾಹನ ಬ್ಯಾಟರಿ ಡೌನ್ ಆಗಿದೆ ಬುಚರಿ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ಆಫ್ ರೋಡ ಆಗಿರುವದರೊಂಡ [LOCATION] ನಿಧನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ ಸರ್ 🙏🏻,vehicle_breakdown,Low,Ashok Nagar,Non-corridor
FKID001339,vahical,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001340,Eicher vehicle palti sir,accident,High,K.S. Layout,ORR West 1
FKID001341,tyre blast,others,High,R.T. Nagar,Bellary Road 1
FKID001342,"incoming side Opposite HMT bhavan, [PERSON] Vehicle Two tyre blast, no problem to traffic moment..",others,High,R.T. Nagar,Bellary Road 1
FKID001343,tyre blast,others,High,R.T. Nagar,Bellary Road 1
FKID001344,metro work is still in process technical problem,others,High,Banaswadi,ORR North 1
FKID001346,cleared by putting mud on road,others,High,Chamarajpet,Mysore Road
FKID001347,KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,congestion,High,Kodigehalli,ORR North 2
FKID001348,eicher vehicle palti palti,others,High,K.S. Layout,ORR West 1
FKID001349,Eicher vehicle palti palti sir,accident,High,K.S. Layout,ORR West 1
FKID001350,Private Bus off road at [LOCATION] road [LOCATION] circle towards Police corner,vehicle_breakdown,Low,Halasuru Gate,Non-corridor
FKID001351,Outgoing,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001352,vehicles breakdown,vehicle_breakdown,High,Jeevanbheemanagar,Old Airport Road
FKID001353,cauvery junction to stock 15 outgoing side near giriyasa showroom on vahical moved side no traffic problem sir,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001354,strairng locked,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001355,tree fallen at near [LOCATION] sir,tree_fall,Low,V.V.Puram (C.Pet),Non-corridor
FKID001356,[PERSON] towards [LOCATION] and mahadevapura towards [PERSON] metro working in progress between traffic slowly moment,construction,High,HAL Old Airport,ORR East 2
FKID001357,City towards Hoskote on budigere bridge,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001358,bad road condition at kottigepalya bus stop obstruction to buses and passengers,road_conditions,High,Kamakshipalya,Magadi Road
FKID001359,bad road condition traffic slow moment,pot_holes,High,Malleshwaram,West of Chord Road
FKID001360,pothole open between arkere and HSBC junction,pot_holes,High,J.P. Nagar,Bannerghata Road
FKID001361,starting problem,vehicle_breakdown,High,Jnanabharathi,Mysore Road
FKID001363,towards [LOCATION] adakamaranahalli upper ramp,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID001364,starting problem,vehicle_breakdown,High,Malleshwaram,West of Chord Road
FKID001365,vehicle breakdown for clutch plate problem,vehicle_breakdown,High,K.G. Halli,ORR North 1
FKID001367,with in 30 minutes,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001369,"vehicle break down hebbala circle old service road, vehicle left side of the road no problem for traffic movement sir",vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID001370,[PERSON] towards 80feet,vehicle_breakdown,High,Jeevanbheemanagar,Old Madras Road
FKID001372,Private bus offroad sir [PERSON] palya towards MEI Due to diesel filter pipe cut agide traffic no problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID001373,[PERSON] db [PERSON] service road traffic slow moving sir,vehicle_breakdown,High,Bellandur,ORR East 1
FKID001374,Tree fall on the main road not necessary for road close,tree_fall,Low,V.V.Puram (C.Pet),Non-corridor
FKID001375,BBMP work ing sir slow movements,road_conditions,High,Banashankari,ORR West 1
FKID001376,ittamadu to katriguppe traffic moment slow,vehicle_breakdown,High,Banashankari,ORR West 1
FKID001378,service road closse,congestion,High,Banaswadi,ORR North 1
FKID001379,echer LGV offroad [LOCATION] road junction sir..,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID001380,ನಮಸ್ತೆ ಸರ್. ಹೆಣ್ಣು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ಗೆದ್ದಲಹಳ್ಳಿ ವೈಟ್ ಟಾಪಿಕ್ ಮಾಡುತ್ತಿರುವುದರಿಂದ ವಾಹನಗಳ ಸಂಚಾರವನ್ನು ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಬಾಗಲೂರು ಪಾಳ್ಯ ನಮಸ್ತೆ ಸರ್,construction,Low,Hennuru,Non-corridor
FKID001381,BBMP GARBAGE TRUCK Back Wheel Puncher Near B0 10 under pass towards [LOCATION] sir.,vehicle_breakdown,High,High ground,Bellary Road 1
FKID001382,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] pillar work,construction,High,HAL Old Airport,ORR East 2
FKID001383,air system problem,vehicle_breakdown,High,Rajajinagar,West of Chord Road
FKID001384,one side traffic free movement,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID001386,"Sir [PERSON]
This vehicle is parked near the Devanahalli bypass signal on [LOCATION] towards [LOCATION] with low battery. There is no problem with smooth traffic, the driver has told me that he will be ready at 9:30 AM.",vehicle_breakdown,Low,Devanahalli Airport,Non-corridor
FKID001387,slow movement traffic towards KEB junction due to [LOCATION] work,congestion,High,Hennuru,ORR North 1
FKID001388,"car punture Mattikere cross towards ko8, traffic no problem",vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID001389,ಅವನಿ ಬಿರಿಯಾನಿ ಎಂಬ ಹೋಟೆಲ್ ಗೆ ಅಜಾಗರೂಕತೆಯಿಂದ ಗುದ್ದಿ ಡ್ಯಾಮೇಜ್ ಮಾಡಿರುತ್ತಾನೆ ಅದಕ್ಕೋಸ್ಕರ ಅವನ ನಿಂತಿ,accident,Low,Rajajinagar,Non-corridor
FKID001390,vaccum pin required,others,Low,Jnanabharathi,Non-corridor
FKID001391,"gear is not working , bus off road , for vehicle movement no problem",vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID001392,lorry brekdown radey to soon,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID001393,vehicle break down,vehicle_breakdown,Low,K.S. Layout,Non-corridor
FKID001394,ಕೋಗಿಲು ವಿಲೇಜ್ ಕಡೆಯಿಂದ  ಕೋಗಿಲು ಕ್ರಾಸ್ ಕಡೆಗೆ HGV ವೈಕಲ್  ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ  ಟ್ರಾಫಿಕ್ ಮೂವ್ಮೆಂಟ್ಸ್ ಸ್ಲೋ ಇರುತ್ತದೆ ಸರ್,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID001395,Peenya industries metro station on flyover LCV vehicle off-road towards parle toll traffic one side movement,vehicle_breakdown,High,Peenya,Tumkur Road
FKID001396,car breakdown due to battery problem,vehicle_breakdown,High,HSR Layout,ORR East 1
FKID001397,[VEHICLE] number hgv vehicle grar box damege no moving sir,others,Low,Peenya,Non-corridor
FKID001398,the vechles pancher on main road amc forest to ward Hebbal ring road.,others,High,Hennuru,ORR North 1
FKID001399,air pipe cut,vehicle_breakdown,Low,Chikkabanavara,Non-corridor
FKID001400,for test,road_conditions,Low,Banashankari,Non-corridor
FKID001401,jss junction,pot_holes,Low,Jayanagara,Non-corridor
FKID001402,jss junction,pot_holes,Low,Jayanagara,Non-corridor
FKID001403,the vechles pancher on main road amc forest to ward Hebbal ring road sir.,others,High,K.G. Halli,ORR North 1
FKID001404,Tier puncher,others,High,Byatarayanapura,West of Chord Road
FKID001408,staring cable probleum,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001409,[LOCATION] towards Royal Mart junction,vehicle_breakdown,Low,Whitefield,Non-corridor
FKID001411,dodda ballapura main road to wards unnikrishan junction metro work sir,others,Low,Yelahanka,Non-corridor
FKID001412,infrontof [PERSON] drainage water leakage on road so traffic moving slowly from [PERSON] to hsbc junction sir,water_logging,High,Mico Layout,Bannerghata Road
FKID001413,ನಂಜಪ್ಪ ಕಡೆಗೆ ಯಿಂದ ಸಿಎಂಪಿ ಕಡೆಗೆ ಬರುವ ಪಾನ್ ಆಫೀಸ್ ಹತ್ತಿರ  BWSSB  ಅವರು ರೋಡ್ ರಿಪೇರಿ ಮಾಡುತ್ತಿರುತ್ತಾರೆ ಟ್ರಾಫಿಕ್ ಗೆ [PERSON] ಇರುವುದಿಲ್ಲ ರಸ್ತೆಯ ಎಡ ಬದಿಯಲ್ಲಿ ರಸ್ತೆ ರಿಪೇರಿ ಕೆಲಸ ನಡಿಯುತ್ತಿರುತ್ತದೆ ಸರ್,others,High,Ashok Nagar,Hosur Road
FKID001414,bmtc bus ger box problem  traffic normal moment,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID001415,niyar sriniwagilu ejipura flyover water logging point 50meetr road wrk progressive sir traffic slow moment sri,construction,High,Ashok Nagar,IRR(Thanisandra road)
FKID001416,starting problem near [LOCATION] junction MES ring road traffic no problem sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID001420,[LOCATION] to [LOCATION],vehicle_breakdown,Low,Jayanagara,Non-corridor
FKID001421,KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,congestion,High,Kodigehalli,ORR North 2
FKID001422,LORRY FRONT WHEEL PUNCHER SIR,vehicle_breakdown,High,Adugodi,IRR(Thanisandra road)
FKID001423,Silk Board towards rupena Agrahara  near [PERSON] car off road star problem sir one line vehicle will pass slow moving traffic w,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID001425,slow movement towards KEB junction due to [LOCATION] work,congestion,High,Hennuru,Hennur Main Road
FKID001426,Normal Traffic moving sir,vehicle_breakdown,High,City Market,Mysore Road
FKID001427,vacim down,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID001429,ready to 30 minutes,vehicle_breakdown,High,Whitefield,Varthur Road
FKID001430,"front wheel punctured, driver changing the wheel",vehicle_breakdown,Low,Pulikeshinagar(F.Town),Non-corridor
FKID001431,traffic one side moment sir,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID001433,path whole in the WOC road sir.,road_conditions,High,Magadi Road,West of Chord Road
FKID001434,slow traffic movement sanjainagar traffic ps limits,construction,High,Kodigehalli,ORR North 2
FKID001435,"pathhole infront of mahaveer hardware, service road, modhi bridge, [LOCATION], [LOCATION]",pot_holes,High,Vijayanagara,West of Chord Road
FKID001437,car break down due to wheel jam incoming side Windsor maner towards [LOCATION] [PERSON] opposite.,vehicle_breakdown,High,High ground,Bellary Road 1
FKID001438,"pathhole infront of bangar glass n plywoods, service road [LOCATION]",pot_holes,High,Vijayanagara,West of Chord Road
FKID001440,"LGV Vehicle breakdown at [LOCATION] junction,Traffic no problem.For more pls contact me at no [PHONE] sir",vehicle_breakdown,High,Ashok Nagar,Mysore Road
FKID001442,BMTC bus berake down slow moving traffic in [LOCATION],vehicle_breakdown,Low,Upparpet,Non-corridor
FKID001443,offroad at govt clg junction towards city due to gear problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001444,offload,vehicle_breakdown,Low,City Market,Non-corridor
FKID001445,"KPTCL Work progress in "" S "" Cross Panathuru. Near [PERSON]. slow moving traffic [LOCATION] bridge to [LOCATION]",others,Low,HAL Old Airport,Non-corridor
FKID001446,tree brenches fall in chief secretary residence road sir,tree_fall,High,High ground,Bellary Road 1
FKID001448,dynamo failure,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID001449,joint rad cut,vehicle_breakdown,Low,V.V.Puram (C.Pet),Non-corridor
FKID001450,vehicle starting problem,vehicle_breakdown,High,Cubbon Park,CBD 2
FKID001452,bmtc bus offload,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID001454,Hundred feet towards 80 feet road,vehicle_breakdown,High,Banaswadi,Old Madras Road
FKID001455,vehicle breakdown due to exalater problem sir 🙏🏾,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID001456,Due to [PERSON].,vehicle_breakdown,High,K.G. Halli,Airport New South Road
FKID001457,battery down,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001458,one side movement sir,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID001459,road tar working vehicle sir,construction,Low,No Police Station,Non-corridor
FKID001460,due to tyre burst,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID001461,Vinayka theatre market on flyover garbage inform to bbmp sir,others,High,Chamarajpet,Mysore Road
FKID001462,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,construction,High,HAL Old Airport,ORR East 2
FKID001463,due to yesterday rain. at [LOCATION]. a pothole with water logging. traffic slow movement,pot_holes,High,Ashok Nagar,Hosur Road
FKID001465,Tanker offroad vaccume technical issue,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID001466,vasanthagara bus stop towards old Udaya TV Junction  s itJunction,vehicle_breakdown,Low,High ground,Non-corridor
FKID001467,"[PERSON] L and O station, magadi main road",vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001469,near [LOCATION] off road due to tyre got puncher have left side traffic moving slowly from [PERSON] to hsbc junction sir,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID001470,break down,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID001472,width and depth,pot_holes,High,Jeevanbheemanagar,Old Madras Road
FKID001473,private bus offroaded inbetween silkboard towords mps in service road due airlock traffic movement slow ide sir,vehicle_breakdown,High,Madiwala,ORR East 1
FKID001474,BMTC bus uploaded due to starting problem,vehicle_breakdown,High,HAL Old Airport,ORR East 2
FKID001475,vahical breakdown [PERSON] sir,vehicle_breakdown,High,K.R. Pura,ORR East 2
FKID001476,width and depth,pot_holes,High,Jeevanbheemanagar,Old Madras Road
FKID001478,minybus off' road at khode,vehicle_breakdown,Low,Chamarajpet,Non-corridor
FKID001479,width and depth,pot_holes,High,Jeevanbheemanagar,Old Madras Road
FKID001480,bwssb work,construction,High,Cubbon Park,Old Madras Road
FKID001481,"[LOCATION]
Festival",public_event,Low,Madiwala,Non-corridor
FKID001483,due no traffic problem Sir,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID001485,fuel tanker  ready to within 3 hours,vehicle_breakdown,High,Whitefield,Varthur Road
FKID001486,lakshmipura road vadavalli bus stand towards MS palya BMCC post off road sir,vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID001487,good evening sir [PERSON] flyover towards yeppala on flavour over private bus off road starting problem sir traffic moment slow towards hebbala sir,vehicle_breakdown,High,Hennuru,ORR North 1
FKID001488,BWSSB workd progress 1 st Main to JC nagar junction,construction,Low,R.T. Nagar,Non-corridor
FKID001489,bwssb work progress 1st main to jc nagara ps junction,construction,Low,R.T. Nagar,Non-corridor
FKID001490,gear box problem,vehicle_breakdown,Low,Madiwala,Non-corridor
FKID001492,slow moving traffic at Hoskote main road sir,procession,Low,Mahadevapura,Non-corridor
FKID001493,b10 under pass to b2 car breakdowen sir traffic one said moment,vehicle_breakdown,High,High ground,Bellary Road 1
FKID001494,ರಾಮನವಮಿ ಪ್ರಯುಕ್ತ ಪೂಜೆ ಹಾಗೂ ಪಾನಕ ಮಜ್ಜಿಗೆ ವಿತರಣೆ ಮಾಡಲಾಗುತ್ತಿದೆ ಆದ್ದರಿಂದ traffic Conjunction ಇದೆ,others,High,Kamakshipalya,Magadi Road
FKID001495,"The bus steering is cut, traffic is slow movement",vehicle_breakdown,Low,Malleshwaram,Non-corridor
FKID001496,traffic no problem sir. mechanic on the way,vehicle_breakdown,High,Jeevanbheemanagar,Old Madras Road
FKID001497,ಈ ವಾಹನ ವು ಗುಂಡಿಗೆ ಚಕ್ರ ಉದುಕೊಂಡಿರುತ್ತದೆ,vehicle_breakdown,High,Cubbon Park,Bellary Road 1
FKID001498,ಈ ವಾಹನ ವು ಗುಂಡಿಗೆ ಚಕ್ರ ಉದುಕೊಂಡಿರುತ್ತದೆ,vehicle_breakdown,High,Cubbon Park,Bellary Road 1
FKID001499,kadubeesanahalli junction near cessna service rd sir [PERSON] work sir,construction,High,HAL Old Airport,ORR East 1
FKID001500,ವಿಂಡ್ ಸರ್ ಮ್ಯಾನರ್ ಜಂಕ್ಷನ್ ಮತ್ತು ಹೈ ಗ್ರೌಂಡ್ ಜಂಕ್ಷನ್ ಮಧ್ಯದ ಸ್ಯಾಂಕಿ ರಸ್ತೆಯಲ್ಲಿ ಈ ವಾಹನವು ಕೆಟ್ಟು ನಿಂತಿರುತ್ತದೆ ವಾಹನಗಳ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿರುತ್ತದೆ,vehicle_breakdown,High,High ground,Bellary Road 1
FKID001501,gear problem,vehicle_breakdown,High,Cubbon Park,CBD 2
FKID001502,ಬ್ಯಾಟರಾಯನಪುರ ಫ್ಲೈವರ್ ಮೇಲೆ ಏರ್ಪೋರ್ಟ್ ಕಡೆಗೆ ಸರ್,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID001504,Chain accident on play Over near singasandra towards [LOCATION] near key hotel singasandra sir,accident,High,Electronic City,Hosur Road
FKID001505,ramayya junction towards halasur [LOCATION] traffic management slow sir,pot_holes,High,Halasur,Old Madras Road
FKID001506,starting problem,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID001507,gear pblm sir,vehicle_breakdown,High,Hebbala,ORR North 1
FKID001510,starting problem,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001511,pg hallii incomeing side [PERSON] vahical breakdown no traffic problem sir,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001512,ಮೆಟ್ರೊ ವಾಹನ,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID001514,path hole at near rammaiah junction towards [LOCATION] sir,pot_holes,High,Halasur,Old Madras Road
FKID001515,LGV off roaded  @ DB cross due to wheel cut. driver will removed vehicle after repair of wheel,vehicle_breakdown,Low,Devanahalli Airport,Non-corridor
FKID001516,Due to the tier puncher it will be Minutes sir,vehicle_breakdown,Low,Hennuru,Non-corridor
FKID001517,no Diesel,others,High,Ashok Nagar,Mysore Road
FKID001518,drainage covered metal was broken,construction,High,Shivajinagar,Old Madras Road
FKID001519,car weel puncture,others,High,Sadashivanagar,Bellary Road 1
FKID001520,tree fall,tree_fall,Low,Jalahalli,Non-corridor
FKID001521,starting problem sir traffic no problem sir,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID001522,hug traffic problem continue 6 month,road_conditions,Low,K.R. Pura,Non-corridor
FKID001523,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,High,HAL Old Airport,ORR East 2
FKID001524,Normal traffic movement,vehicle_breakdown,High,Byatarayanapura,West of Chord Road
FKID001525,traffic slow moment sir,pot_holes,High,Malleshwaram,West of Chord Road
FKID001526,traffic movement normal,vehicle_breakdown,High,Jeevanbheemanagar,Old Madras Road
FKID001527,will be removed soon sir,vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID001528,vechile break down 30 mint's will be removed,vehicle_breakdown,High,R.T. Nagar,Bellary Road 1
FKID001530,BMTC bus off road at major unnikrishnan towards [LOCATION] near HP petrol bunk MH palya sir,vehicle_breakdown,Low,Yelahanka,Non-corridor
FKID001534,infront of [PERSON] lgv off road due to back wheel coming outside so traffic moving slowly from jayadeva under pass to [PERSON] sir,vehicle_breakdown,High,Mico Layout,Bannerghata Road
FKID001535,traffic no problem,others,High,Sadashivanagar,Bellary Road 1
FKID001536,Iblur towards Bellandur,vehicle_breakdown,Low,Bellandur,Non-corridor
FKID001538,break down,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID001539,traffic problem,pot_holes,Low,J.P. Nagar,Non-corridor
FKID001540,traffic problem,pot_holes,Low,Jayanagara,Non-corridor
FKID001542,10th main towords stock 15,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID001544,ರೂಪೇನಾ ಟುವಾರ್ಡ್ಸ್ ಬೊಮ್ಮನಹಳ್ಳಿ ತಮಿಳುನಾಡು ಬಸ್ ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತೆ ಯಾವುದೇ ಟ್ರಾಫಿಕ್ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ಸೈಡಲ್ಲಿ ಹಾಕಿಸುತ್ತೇನೆ,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID001545,bh cross towards sunkadakatte bbmp cleaning vehicle off road city incoming side sir traffic normal sir,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001546,drainage leakage and water logging .... traffic movement as usual same,water_logging,Low,Pulikeshinagar(F.Town),Non-corridor
FKID001547,vehicle starting problem towards city traffic slow moving sir..,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001548,"BMTC Bus No. [VEHICLE] Off-road near [LOCATION] palya junction, mechanic arrived and repairing, traffic no problem",vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID001550,bmtc bus disal sensar problem traffic no problem,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID001551,vehicle breakdown,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID001552,pathu [PERSON],pot_holes,Low,Vijayanagara,Non-corridor
FKID001553,weekly vegitable market varthur traffic slow moving varthur to gunjur nd gunjur to varthur [PERSON] sir,congestion,Low,Whitefield,Non-corridor
FKID001556,ಇಂಜಿನ್ ಸಮಸ್ಯೆ,vehicle_breakdown,Low,Rajajinagar,Non-corridor
FKID001557,Cab off road near [LOCATION] towards airport due to technical problem. It is in left side traffic movement is normal.,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID001558,mariyappanapalya main junction [LOCATION] bus break down towards ullala,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID001559,Due to Engine Boil BMTC bus [LOCATION]  traffic slow movement towards [PERSON],vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001560,ashrya junction city outgoing side bmtc bus off road at magadi main road,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001561,NO PROBLEM FOR TRAFFIC SIR,vehicle_breakdown,High,Cubbon Park,CBD 2
FKID001562,due to starting problem,vehicle_breakdown,High,Magadi Road,West of Chord Road
FKID001563,ಸರ್ ನಮಸ್ತೆ ಮೇಡಲ್ಲಿ ಮತ್ತು ಭಟ್ರಲ್ಲಿ ಮಧ್ಯ ಈ ಬಸ್ಸು ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಮೆಕಾನಿಕ್ ಬಂದು ರೆಡಿ ಮಾಡಬೇಕು ಅಂತ ತಿಳಿಸಿರುತ್ತಾರೆ,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001564,ashrya junction near hyundai showroom ksrtc bus off road sir towards sunkadakatte sir,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001565,ನಮಸ್ಕಾರ ಸರ್ ಬಿಬಿ ಜಂಕ್ಷನ್ ಬಳಿ ಔಟ್ ಗೋಯಿಂಗ್ ಟ್ರಾಫಿಕ್ ನಲ್ಲಿ ತಮಿಳುನಾಡು ಗೌರ್ಮೆಂಟ್ ಬಸ್ ಪಂಚರ್ ಆಗಿ ಅಪ್ಲೋಡ್ ಆಗಿದೆ ಸರ್. ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಇದೆ sir,vehicle_breakdown,High,Chamarajpet,Mysore Road
FKID001566,vehicle funture,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID001567,ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಸರ್,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID001568,RRMR road,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID001570,medical juction nalli break jam agi off road agide sir traffic [PERSON] sir,vehicle_breakdown,Low,V.V.Puram (C.Pet),Non-corridor
FKID001571,break down,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID001572,fire accident,others,Low,Jnanabharathi,Non-corridor
FKID001573,DUE TO SOMESHWAR PALLAKKI UTASVA,public_event,High,Jeevanbheemanagar,Old Madras Road
FKID001574,off-road on hebbal flyover towards airport,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID001576,Government College towards tc palya car break down sir,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID001577,ayyappa andar pass  mps to sp road vehical break down agide 20 minuts ready agutte sir,vehicle_breakdown,High,Madiwala,Hosur Road
